epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,42358.1,1.60156,0.25032,0.19201,0.69765,0.23169,0.25759,0.06115,1.2918,0.31635,0.21014,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
12,46202.2,1.70439,0.21995,0.20973,0.75084,0.23673,0.26934,0.06933,1.28524,0.32567,0.20918,0.0272775,0.0090925,0.0272775,0.0090925,0.0272775,0.0090925,0.0272775,0.0090925
13,50047.9,1.58353,0.25805,0.17732,0.75679,0.25987,0.29694,0.07526,1.27468,0.32625,0.21286,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
14,53894,1.58725,0.25155,0.18121,0.69557,0.23544,0.25716,0.05976,1.30404,0.31164,0.22191,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275
15,57739,1.56861,0.26142,0.17351,0.65183,0.21376,0.22946,0.05234,1.32709,0.30846,0.2283,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
16,61644.4,1.63013,0.24431,0.18874,0.66647,0.23997,0.25558,0.06095,1.30047,0.31513,0.22495,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
17,65547.9,1.53298,0.27035,0.16904,0.62411,0.23476,0.25339,0.06009,1.28317,0.33063,0.22156,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
18,69453.5,1.54924,0.26864,0.16776,0.64339,0.2425,0.26836,0.06719,1.24713,0.36429,0.21187,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975
19,73358.8,1.93452,0.14584,0.24395,0.47449,0.25022,0.24828,0.06353,1.29319,0.36439,0.20491,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
20,77259.1,1.95286,0.14801,0.2325,0.51325,0.2637,0.26809,0.0836,1.27926,0.36224,0.18311,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325
21,81152.5,1.96135,0.14214,0.23072,0.52842,0.29071,0.28405,0.10945,1.24545,0.36124,0.16069,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
22,85050,1.95572,0.15133,0.21966,0.5479,0.32825,0.31236,0.13125,1.21885,0.36604,0.14415,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
23,88951.8,1.93705,0.1482,0.2238,0.59661,0.36281,0.35212,0.15033,1.19593,0.37408,0.13415,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
24,92854.4,1.92993,0.15136,0.22313,0.64632,0.38843,0.38723,0.16022,1.18386,0.3782,0.12871,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025
25,96757,1.92904,0.14979,0.22075,0.67233,0.41167,0.4146,0.17058,1.15681,0.38649,0.12315,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
26,100660,1.90074,0.16095,0.20578,0.67092,0.41987,0.42673,0.17455,1.1448,0.38479,0.12106,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375
27,104564,1.89722,0.1623,0.20486,0.6798,0.42359,0.43402,0.17848,1.13738,0.38351,0.11979,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
28,108471,1.89115,0.16196,0.205,0.68337,0.4269,0.44152,0.18063,1.12578,0.38244,0.11858,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
29,112375,1.91061,0.16085,0.20407,0.69653,0.43577,0.4512,0.18606,1.11844,0.37865,0.11629,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
30,116281,1.88038,0.16799,0.19847,0.69988,0.44279,0.45526,0.18973,1.11149,0.37738,0.1131,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075
31,120185,1.88621,0.16573,0.19656,0.69924,0.44608,0.45685,0.19014,1.1099,0.37259,0.11153,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
32,124090,1.89884,0.16427,0.19966,0.70683,0.44872,0.45983,0.19032,1.10716,0.36985,0.10982,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425
33,127995,1.87915,0.16207,0.20075,0.71696,0.45244,0.46744,0.19166,1.10507,0.36802,0.10868,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
34,131899,1.88639,0.16604,0.19741,0.72908,0.45605,0.47342,0.1938,1.10039,0.36747,0.10682,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
35,135805,1.87894,0.16625,0.19006,0.72202,0.45314,0.47131,0.19283,1.10327,0.36732,0.10523,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
36,139711,1.86669,0.16898,0.18854,0.73297,0.44985,0.47136,0.19081,1.10766,0.36469,0.10487,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125
37,143619,1.86505,0.16944,0.18899,0.74374,0.44575,0.4727,0.18785,1.11369,0.36077,0.10528,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
38,147521,1.87812,0.16906,0.18933,0.74768,0.44981,0.47889,0.18761,1.11096,0.36348,0.10549,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475
39,151415,1.8639,0.17531,0.17861,0.75107,0.4541,0.48303,0.18969,1.10821,0.36526,0.1046,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
40,155312,1.85102,0.17828,0.17782,0.76561,0.45869,0.48957,0.19402,1.10112,0.36403,0.10316,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
41,159215,1.8626,0.17594,0.17615,0.75698,0.46635,0.49783,0.19558,1.08804,0.36615,0.10315,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
42,163118,1.86318,0.17867,0.17244,0.74956,0.46802,0.49852,0.19613,1.08152,0.37148,0.10257,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175
