epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
24,92347.9,1.92793,0.14771,0.22799,0.63631,0.41685,0.41232,0.17228,1.15117,0.36968,0.12427,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025
25,96198.9,1.92516,0.15353,0.21659,0.64579,0.4224,0.41767,0.17657,1.1404,0.36899,0.12098,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
26,100052,1.9234,0.14955,0.22007,0.64256,0.42353,0.42095,0.18,1.13878,0.36668,0.11839,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375
27,103905,1.9387,0.15001,0.21929,0.63372,0.41852,0.42189,0.18037,1.13962,0.36553,0.11563,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
28,107754,1.93804,0.14739,0.21913,0.62848,0.42181,0.42303,0.17934,1.13359,0.36574,0.11636,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
29,111605,1.91685,0.15057,0.21171,0.64443,0.42229,0.42682,0.17758,1.13795,0.36018,0.11624,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
30,115454,1.91533,0.15284,0.20935,0.64905,0.42272,0.43053,0.17709,1.13822,0.35902,0.11431,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075
31,119303,1.91004,0.15496,0.21052,0.65769,0.42459,0.43931,0.1783,1.12987,0.36015,0.11335,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
32,123154,1.90579,0.15806,0.20196,0.65797,0.4279,0.44249,0.18011,1.12351,0.36192,0.11124,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425
33,127006,1.90678,0.1599,0.20341,0.67595,0.43466,0.44887,0.18307,1.12139,0.36141,0.11023,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
34,130858,1.88931,0.1614,0.19677,0.67627,0.44041,0.45308,0.18387,1.12436,0.35908,0.11025,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
35,134708,1.88644,0.16184,0.1939,0.65913,0.4396,0.45001,0.18384,1.1259,0.35865,0.10892,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
36,138556,1.87895,0.1622,0.19573,0.66008,0.43459,0.44727,0.18223,1.12857,0.3564,0.1084,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125
37,142405,1.87186,0.16661,0.18796,0.66165,0.4361,0.44978,0.18399,1.12302,0.35637,0.10758,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
38,146251,1.85936,0.16955,0.18537,0.66491,0.43351,0.44905,0.18801,1.11959,0.35732,0.10531,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475
39,150096,1.86798,0.16704,0.18686,0.67927,0.43836,0.45685,0.19185,1.11267,0.35895,0.10372,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
40,153945,1.85199,0.17337,0.17846,0.69747,0.44148,0.46145,0.19696,1.10794,0.35729,0.10132,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
41,157791,1.85197,0.17093,0.17955,0.69176,0.44473,0.46382,0.19852,1.10573,0.35671,0.09997,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
42,161637,1.85464,0.17231,0.17838,0.69482,0.44597,0.46227,0.19705,1.10938,0.35832,0.09989,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175
43,165484,1.85554,0.17154,0.17468,0.70554,0.45179,0.46811,0.19883,1.10789,0.35948,0.09939,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
44,169329,1.86165,0.1736,0.17275,0.71422,0.45836,0.47594,0.20101,1.1056,0.35971,0.09862,0.0193575,0.0064525,0.0193575,0.0064525,0.0193575,0.0064525,0.0193575,0.0064525
45,173168,1.86153,0.17404,0.16728,0.70484,0.45961,0.47881,0.20465,1.09229,0.36325,0.09621,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
46,177011,1.85325,0.17931,0.16358,0.69651,0.4567,0.47723,0.20332,1.08485,0.36802,0.09511,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
47,180852,1.86052,0.17854,0.16556,0.69893,0.46085,0.48116,0.20516,1.07994,0.37065,0.09381,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
48,184692,1.82495,0.18207,0.16272,0.72135,0.46584,0.48954,0.20544,1.07737,0.36908,0.09423,0.0183675,0.0061225,0.0183675,0.0061225,0.0183675,0.0061225,0.0183675,0.0061225
49,188531,1.82885,0.19041,0.15271,0.72913,0.46537,0.49192,0.20608,1.07624,0.37027,0.09329,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
50,192373,1.81973,0.18674,0.1545,0.72976,0.46554,0.48957,0.20357,1.07525,0.37059,0.09273,0.0178725,0.0059575,0.0178725,0.0059575,0.0178725,0.0059575,0.0178725,0.0059575
51,196212,1.8212,0.18854,0.14976,0.73893,0.46603,0.49314,0.20637,1.06817,0.37079,0.09205,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
52,200052,1.81662,0.19058,0.1495,0.742,0.47131,0.49637,0.20978,1.06503,0.37149,0.09195,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
53,203892,1.80164,0.19037,0.14727,0.7308,0.47174,0.49694,0.20964,1.06139,0.37302,0.09223,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
54,207732,1.80541,0.1995,0.13981,0.73744,0.476,0.50222,0.2119,1.05315,0.37395,0.09164,0.0168825,0.0056275,0.0168825,0.0056275,0.0168825,0.0056275,0.0168825,0.0056275
55,211571,1.78804,0.19367,0.14229,0.74193,0.48123,0.50714,0.21476,1.04859,0.37508,0.09031,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
56,215411,1.81141,0.1923,0.1406,0.73651,0.48235,0.50571,0.21571,1.04481,0.37671,0.08935,0.0163875,0.0054625,0.0163875,0.0054625,0.0163875,0.0054625,0.0163875,0.0054625
57,219252,1.79614,0.19529,0.1364,0.72719,0.48469,0.50664,0.21841,1.03847,0.37813,0.08846,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
58,223092,1.7803,0.20166,0.1343,0.73018,0.48706,0.50964,0.22167,1.03096,0.37941,0.0866,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
59,226933,1.7819,0.19837,0.13375,0.7245,0.4867,0.51294,0.22363,1.02216,0.38275,0.08508,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
60,230769,1.73409,0.2026,0.13037,0.73162,0.48879,0.51865,0.22617,1.01777,0.38012,0.08441,0.0153975,0.0051325,0.0153975,0.0051325,0.0153975,0.0051325,0.0153975,0.0051325
61,234608,1.74675,0.20445,0.12663,0.72929,0.48695,0.51689,0.22385,1.02097,0.37886,0.08408,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
62,238446,1.74672,0.21125,0.12048,0.73264,0.48618,0.51805,0.22568,1.01917,0.37938,0.08404,0.0149025,0.0049675,0.0149025,0.0049675,0.0149025,0.0049675,0.0149025,0.0049675
63,242286,1.76467,0.20539,0.12302,0.73548,0.4931,0.52085,0.22752,1.01551,0.37902,0.08383,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
64,246127,1.73432,0.21351,0.11667,0.74624,0.49391,0.5282,0.23175,1.00789,0.37931,0.08255,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
65,249968,1.75463,0.21279,0.11609,0.74618,0.49693,0.52763,0.23301,1.00247,0.37993,0.08136,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
66,253807,1.75427,0.21271,0.11489,0.75568,0.4962,0.53238,0.23616,0.99891,0.38016,0.08128,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375
67,257646,1.73929,0.21178,0.1129,0.75651,0.50205,0.537,0.2389,0.99436,0.37983,0.0811,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
68,261487,1.70925,0.22181,0.10745,0.75859,0.50038,0.53704,0.2402,0.98882,0.38139,0.08102,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725
69,265326,1.70376,0.22345,0.10416,0.75225,0.50539,0.53954,0.24565,0.97859,0.38263,0.07999,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
70,269163,1.70335,0.22255,0.10278,0.7492,0.50903,0.54064,0.24519,0.97523,0.38319,0.08124,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
71,273000,1.71017,0.22809,0.1013,0.75586,0.51023,0.54385,0.2494,0.96987,0.38424,0.08121,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
72,276836,1.68433,0.23156,0.09859,0.75718,0.51434,0.54876,0.25487,0.95944,0.38704,0.07994,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425
73,280676,1.66819,0.23506,0.09851,0.7566,0.51528,0.54998,0.259,0.95225,0.38628,0.07927,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
74,284517,1.69985,0.22982,0.09621,0.75047,0.51103,0.54771,0.25892,0.94819,0.3884,0.07906,0.0119325,0.0039775,0.0119325,0.0039775,0.0119325,0.0039775,0.0119325,0.0039775
75,288359,1.67188,0.2317,0.09436,0.73716,0.51785,0.55247,0.26245,0.93824,0.39363,0.07841,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
76,292250,1.64632,0.2371,0.09095,0.73315,0.52462,0.55678,0.26759,0.93353,0.39247,0.07822,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
77,296100,1.62417,0.24271,0.08604,0.7436,0.52675,0.5612,0.27068,0.93035,0.39282,0.07782,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
78,299948,1.60865,0.23907,0.08737,0.73911,0.53095,0.56545,0.27251,0.92299,0.39363,0.07786,0.0109425,0.0036475,0.0109425,0.0036475,0.0109425,0.0036475,0.0109425,0.0036475
79,303794,1.62861,0.24072,0.0855,0.73742,0.53225,0.56776,0.27417,0.9142,0.39785,0.07781,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
80,307641,1.61165,0.24291,0.08318,0.73878,0.53473,0.56971,0.27707,0.90879,0.39895,0.07741,0.0104475,0.0034825,0.0104475,0.0034825,0.0104475,0.0034825,0.0104475,0.0034825
81,311491,1.61822,0.24249,0.0808,0.73524,0.54168,0.57711,0.28223,0.89897,0.40048,0.07705,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
82,315341,1.59806,0.24357,0.0802,0.73688,0.54266,0.5793,0.28504,0.89389,0.40126,0.07645,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
83,319192,1.59895,0.24695,0.07772,0.74521,0.54147,0.58454,0.28816,0.8895,0.40135,0.07657,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
84,323041,1.57892,0.24727,0.07614,0.7485,0.54745,0.59364,0.29494,0.87972,0.40233,0.07591,0.0094575,0.0031525,0.0094575,0.0031525,0.0094575,0.0031525,0.0094575,0.0031525
85,326888,1.57335,0.24665,0.07556,0.74624,0.55225,0.59819,0.29658,0.87449,0.40701,0.07519,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
86,330736,1.54879,0.25312,0.07214,0.74697,0.55592,0.59785,0.29719,0.87575,0.40362,0.07486,0.0089625,0.0029875,0.0089625,0.0029875,0.0089625,0.0029875,0.0089625,0.0029875
87,334586,1.53989,0.25968,0.07036,0.75218,0.5529,0.60066,0.29915,0.87174,0.40498,0.07459,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
88,338436,1.53487,0.25241,0.07001,0.75391,0.55829,0.60819,0.30329,0.86122,0.40744,0.07428,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
89,342283,1.52223,0.25821,0.06834,0.75517,0.55781,0.61166,0.30466,0.85256,0.41243,0.07379,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
90,346128,1.48913,0.26147,0.06551,0.73971,0.56876,0.61709,0.30945,0.84361,0.41527,0.07221,0.0079725,0.0026575,0.0079725,0.0026575,0.0079725,0.0026575,0.0079725,0.0026575
91,349974,1.48429,0.26505,0.06504,0.74003,0.57334,0.62363,0.3128,0.83275,0.42009,0.07203,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
92,353822,1.46534,0.26544,0.06235,0.74466,0.57873,0.63294,0.31865,0.81448,0.42719,0.07194,0.0074775,0.0024925,0.0074775,0.0024925,0.0074775,0.0024925,0.0074775,0.0024925
93,357669,1.43112,0.26708,0.06116,0.75406,0.58033,0.64106,0.32248,0.8074,0.42763,0.072,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
94,361516,1.40153,0.27089,0.05949,0.75801,0.58828,0.64939,0.32958,0.7969,0.42802,0.07182,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
95,365363,1.39839,0.27826,0.05765,0.74918,0.59259,0.65393,0.33487,0.78244,0.4363,0.07063,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
96,369208,1.40301,0.27459,0.05621,0.74433,0.59475,0.65813,0.33945,0.7674,0.44302,0.07047,0.0064875,0.0021625,0.0064875,0.0021625,0.0064875,0.0021625,0.0064875,0.0021625
97,373049,1.41705,0.26816,0.05631,0.73164,0.60043,0.6666,0.34804,0.74539,0.45066,0.0708,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
98,376894,1.38793,0.27061,0.05468,0.73027,0.60348,0.66969,0.35352,0.73491,0.4525,0.07173,0.0059925,0.0019975,0.0059925,0.0019975,0.0059925,0.0019975,0.0059925,0.0019975
99,380740,1.35916,0.27694,0.0524,0.74399,0.60607,0.6819,0.36069,0.72405,0.45428,0.07286,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
100,384586,1.30919,0.28767,0.04909,0.74677,0.61157,0.69093,0.36527,0.71182,0.45888,0.07338,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
101,388433,1.2822,0.28691,0.04768,0.74771,0.62419,0.7028,0.37391,0.69641,0.45983,0.07322,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
102,392279,1.25098,0.29121,0.04572,0.7462,0.64366,0.71492,0.37964,0.68922,0.45564,0.0745,0.0050025,0.0016675,0.0050025,0.0016675,0.0050025,0.0016675,0.0050025,0.0016675
103,396126,1.22205,0.29778,0.04418,0.75743,0.66038,0.72921,0.38748,0.67849,0.45567,0.07452,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
104,399972,1.1759,0.30026,0.04205,0.76308,0.67456,0.74377,0.39242,0.66761,0.45643,0.07524,0.0045075,0.0015025,0.0045075,0.0015025,0.0045075,0.0015025,0.0045075,0.0015025
105,403816,1.15317,0.30515,0.04081,0.75518,0.69429,0.75355,0.39634,0.65602,0.45933,0.07619,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
106,407663,1.17082,0.29838,0.04071,0.75877,0.70023,0.76587,0.39854,0.64843,0.46281,0.07796,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
107,411513,1.11462,0.3064,0.03841,0.76348,0.71365,0.77843,0.40192,0.64037,0.46488,0.07987,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
108,415362,1.08039,0.31319,0.03674,0.77222,0.72719,0.79174,0.40693,0.6334,0.46126,0.08191,0.0035175,0.0011725,0.0035175,0.0011725,0.0035175,0.0011725,0.0035175,0.0011725
109,419212,1.04625,0.31762,0.03486,0.79393,0.73938,0.80508,0.41023,0.62914,0.45739,0.08412,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
110,423056,1.02649,0.31724,0.03334,0.80678,0.75464,0.817,0.41271,0.62617,0.45283,0.08637,0.0030225,0.0010075,0.0030225,0.0010075,0.0030225,0.0010075,0.0030225,0.0010075
111,424995,0.72,0.36256,0.04524,0.829,0.80128,0.87156,0.49378,0.53962,0.45206,0.06078,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
112,426930,0.67658,0.36634,0.04163,0.84579,0.83073,0.90417,0.54419,0.49112,0.44464,0.04676,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
113,428863,0.65965,0.36187,0.03983,0.87034,0.85877,0.92922,0.57802,0.46317,0.43204,0.04061,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
114,430795,0.6131,0.36797,0.03775,0.88901,0.87424,0.94193,0.59951,0.44695,0.42076,0.03785,0.0020325,0.0006775,0.0020325,0.0006775,0.0020325,0.0006775,0.0020325,0.0006775
115,432728,0.57376,0.37104,0.03609,0.91105,0.89161,0.95426,0.61995,0.4318,0.4062,0.03597,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
116,434658,0.53639,0.3714,0.03421,0.93987,0.9135,0.96555,0.64199,0.41317,0.38862,0.03443,0.0015375,0.0005125,0.0015375,0.0005125,0.0015375,0.0005125,0.0015375,0.0005125
117,436589,0.49495,0.37198,0.03225,0.95548,0.93378,0.97191,0.65651,0.39823,0.3742,0.03354,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
118,438521,0.46424,0.36934,0.03087,0.97087,0.95136,0.97584,0.66783,0.38517,0.36342,0.03289,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
119,440451,0.43352,0.3652,0.02936,0.97882,0.95717,0.97736,0.67291,0.37915,0.35689,0.03254,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
120,442382,0.40497,0.35784,0.02753,0.98157,0.96117,0.97814,0.67529,0.3754,0.35422,0.03249,0.0005475,0.0001825,0.0005475,0.0001825,0.0005475,0.0001825,0.0005475,0.0001825
