epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
68,23724.6,1.70261,0.81105,0.86844,0.8886,0.66917,0.72795,0.46237,1.80928,0.7795,0.76907,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,24071.8,1.70362,0.81528,0.8686,0.89033,0.66819,0.72841,0.46278,1.80864,0.77887,0.769,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,24419.4,1.69809,0.80914,0.86675,0.88983,0.66776,0.72837,0.46329,1.80811,0.77699,0.76888,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,24767.5,1.69482,0.80573,0.86668,0.88972,0.66819,0.72939,0.46411,1.80733,0.77724,0.76869,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,25115,1.69142,0.80557,0.86655,0.89013,0.66717,0.73012,0.46482,1.80618,0.77688,0.76853,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,25463.1,1.69372,0.79913,0.8652,0.89536,0.66631,0.73163,0.46607,1.80495,0.77442,0.76817,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,25811.8,1.6914,0.80761,0.8641,0.88808,0.67068,0.73238,0.46681,1.80261,0.77475,0.76797,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,26161,1.69141,0.80021,0.86616,0.8936,0.66709,0.73249,0.4675,1.8008,0.77609,0.76792,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,26508.4,1.69084,0.7973,0.86471,0.89259,0.66782,0.73224,0.4677,1.79826,0.77596,0.76756,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,26855.7,1.69293,0.80156,0.86538,0.89033,0.66798,0.73187,0.46773,1.79768,0.77505,0.76755,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,27204.1,1.68462,0.79732,0.86585,0.88373,0.67181,0.73257,0.46817,1.79606,0.77448,0.76733,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,27552,1.69114,0.79837,0.86376,0.88949,0.66954,0.73288,0.46841,1.79531,0.77389,0.76717,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,27899.2,1.68183,0.79414,0.86236,0.88755,0.66976,0.73311,0.46847,1.79402,0.77122,0.76685,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,28247.5,1.68687,0.79142,0.86287,0.89085,0.6694,0.73371,0.46848,1.79357,0.77013,0.76615,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,28595.8,1.6825,0.78889,0.86348,0.88845,0.67078,0.73424,0.46914,1.79149,0.7693,0.76588,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,28944,1.67917,0.78804,0.86253,0.88576,0.67442,0.73546,0.47066,1.78952,0.76506,0.76562,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,29292.2,1.67793,0.78589,0.86264,0.88849,0.67327,0.73512,0.47061,1.78773,0.76247,0.76534,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,29640.8,1.67669,0.78763,0.86052,0.89358,0.67238,0.73416,0.47052,1.78582,0.76029,0.76513,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,29988.1,1.67434,0.7847,0.86334,0.88548,0.67564,0.734,0.46977,1.78421,0.76282,0.76503,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,30336.2,1.67607,0.78583,0.86075,0.88549,0.67704,0.73362,0.46969,1.78246,0.76131,0.76489,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,30683.9,1.67235,0.781,0.86073,0.88655,0.67725,0.73383,0.47001,1.7812,0.75843,0.76465,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,31031.2,1.67305,0.78072,0.85862,0.88445,0.67893,0.73448,0.47072,1.78099,0.75531,0.7646,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
