epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,42577,1.59157,0.25634,0.18376,0.68022,0.20966,0.21478,0.04476,1.33975,0.30456,0.21887,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
12,46457.1,1.58982,0.25924,0.1851,0.69736,0.22234,0.22011,0.04365,1.33477,0.29982,0.22703,0.0272775,0.0090925,0.0272775,0.0090925,0.0272775,0.0090925,0.0272775,0.0090925
13,50336.5,1.60759,0.25243,0.17912,0.70458,0.21835,0.21549,0.04139,1.35009,0.2927,0.23356,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
14,54216.9,1.58555,0.25204,0.1763,0.62487,0.2122,0.20435,0.03916,1.36233,0.29229,0.23545,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275
15,58094.8,1.58527,0.25775,0.17563,0.65944,0.22764,0.23243,0.04762,1.3489,0.29836,0.227,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
16,61971,1.54945,0.2687,0.17394,0.6877,0.24412,0.26276,0.05671,1.30508,0.32435,0.21998,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
17,65847.6,1.66343,0.23094,0.19324,0.70373,0.25394,0.28315,0.06288,1.25738,0.35458,0.21105,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
18,69726.3,1.72354,0.21233,0.20275,0.65494,0.21031,0.2325,0.05061,1.33399,0.32715,0.21637,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975
19,73603.1,1.78322,0.18893,0.22102,0.59447,0.22047,0.23473,0.05194,1.34347,0.3263,0.21513,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
20,77478.7,1.79223,0.19338,0.20779,0.56552,0.23576,0.25034,0.06515,1.30663,0.34895,0.19899,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325
21,81354.3,1.69299,0.22066,0.19339,0.56255,0.25194,0.27079,0.08413,1.25253,0.37296,0.18017,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
22,85230.6,1.81476,0.18698,0.21545,0.51374,0.29859,0.31427,0.11414,1.1857,0.40561,0.16231,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
23,89111.6,1.69738,0.22382,0.18847,0.50579,0.31028,0.32248,0.1269,1.15146,0.4245,0.15001,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
24,92991.3,1.69278,0.2196,0.18812,0.51767,0.30247,0.32452,0.12964,1.06449,0.46795,0.14115,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025
25,96876.1,1.72123,0.21384,0.18904,0.51023,0.33197,0.35364,0.14718,1.03332,0.47735,0.13618,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
26,100761,1.93012,0.14829,0.22023,0.52252,0.28322,0.29353,0.11833,1.23977,0.3543,0.13957,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375
27,104641,1.927,0.14884,0.21564,0.55081,0.30145,0.31007,0.12787,1.23994,0.34393,0.13389,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
28,108521,1.91822,0.15177,0.21008,0.58829,0.33264,0.34154,0.14112,1.22442,0.34534,0.12885,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
29,112402,1.90923,0.1576,0.20955,0.62642,0.36001,0.36938,0.14894,1.20813,0.35228,0.12453,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
30,116286,1.89506,0.16078,0.20566,0.64831,0.37646,0.38621,0.15642,1.18745,0.35712,0.12084,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075
31,120168,1.88576,0.16265,0.20064,0.65925,0.38904,0.3981,0.16129,1.1769,0.35527,0.11793,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
32,124051,1.89157,0.15883,0.20275,0.66845,0.39793,0.40667,0.16354,1.16403,0.35619,0.11653,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425
33,127938,1.88947,0.16232,0.19602,0.67769,0.40423,0.41181,0.16466,1.1561,0.3549,0.1148,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
34,131824,1.88883,0.16092,0.19928,0.67865,0.41215,0.42099,0.16743,1.14639,0.35531,0.11337,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
35,135708,1.89512,0.15965,0.19268,0.68804,0.41686,0.4317,0.1716,1.1418,0.35519,0.11158,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
36,139593,1.87332,0.16141,0.19783,0.69036,0.41534,0.42863,0.17313,1.14208,0.35223,0.11021,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125
37,143474,1.87088,0.16383,0.19104,0.69602,0.41334,0.43061,0.17699,1.14152,0.3503,0.10808,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
38,147358,1.86559,0.16493,0.19153,0.70753,0.4197,0.43786,0.18177,1.13351,0.34968,0.10618,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475
39,151240,1.87485,0.17093,0.17721,0.71091,0.42866,0.44727,0.18919,1.12225,0.35301,0.10399,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
40,155122,1.87924,0.16514,0.17955,0.70414,0.42726,0.44476,0.18794,1.11757,0.35421,0.10287,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
41,159004,1.86558,0.16855,0.17805,0.69178,0.4279,0.44246,0.18768,1.11276,0.35527,0.10147,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
42,162886,1.881,0.16718,0.17933,0.69572,0.43278,0.44489,0.19042,1.10286,0.35718,0.10035,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175,0.0198525,0.0066175
43,166769,1.85902,0.16711,0.1767,0.70033,0.43863,0.44922,0.19159,1.10344,0.35577,0.09917,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
44,170646,1.8415,0.17451,0.17056,0.6953,0.43874,0.4464,0.19101,1.10349,0.35619,0.09851,0.0193575,0.0064525,0.0193575,0.0064525,0.0193575,0.0064525,0.0193575,0.0064525
45,174522,1.83728,0.17863,0.16907,0.70852,0.43373,0.44688,0.19212,1.10603,0.3541,0.09938,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
46,178399,1.85888,0.1735,0.16856,0.71109,0.43114,0.44984,0.19314,1.0986,0.35743,0.09886,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
47,182272,1.87189,0.17419,0.16561,0.72329,0.42947,0.4524,0.19583,1.09619,0.35658,0.09605,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
48,186143,1.8587,0.17557,0.1627,0.74277,0.43537,0.45967,0.19925,1.09412,0.35645,0.0941,0.0183675,0.0061225,0.0183675,0.0061225,0.0183675,0.0061225,0.0183675,0.0061225
49,190017,1.85562,0.17844,0.15645,0.73816,0.44359,0.46485,0.20386,1.08629,0.35667,0.09213,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
50,193892,1.84131,0.18229,0.15649,0.72734,0.44284,0.46294,0.20454,1.08573,0.35733,0.09098,0.0178725,0.0059575,0.0178725,0.0059575,0.0178725,0.0059575,0.0178725,0.0059575
51,197766,1.83115,0.18132,0.15567,0.72796,0.44462,0.46595,0.20907,1.07691,0.35888,0.08882,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
52,201642,1.82868,0.18926,0.15151,0.72861,0.44311,0.46792,0.21271,1.06976,0.36065,0.08754,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
53,205516,1.82896,0.19041,0.14778,0.72714,0.4437,0.46908,0.21407,1.06555,0.36104,0.08705,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
54,209392,1.80752,0.18875,0.14499,0.72691,0.45258,0.47337,0.21842,1.06141,0.36012,0.08614,0.0168825,0.0056275,0.0168825,0.0056275,0.0168825,0.0056275,0.0168825,0.0056275
55,213266,1.83724,0.18734,0.14534,0.73474,0.45583,0.48063,0.22377,1.05638,0.35963,0.08491,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
56,217141,1.80115,0.1928,0.14587,0.73383,0.45717,0.48108,0.22187,1.05981,0.3576,0.08531,0.0163875,0.0054625,0.0163875,0.0054625,0.0163875,0.0054625,0.0163875,0.0054625
57,221017,1.8208,0.18591,0.14413,0.73121,0.45799,0.48243,0.22296,1.05472,0.36197,0.08522,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
58,224892,1.81855,0.19049,0.13696,0.72733,0.46073,0.48546,0.22541,1.04827,0.36376,0.08487,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
59,228768,1.80755,0.19133,0.1359,0.73507,0.46452,0.48998,0.22713,1.04333,0.36445,0.08524,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
60,232644,1.81882,0.19104,0.13317,0.74565,0.4727,0.49775,0.23166,1.0354,0.36719,0.0849,0.0153975,0.0051325,0.0153975,0.0051325,0.0153975,0.0051325,0.0153975,0.0051325
61,236519,1.78579,0.19732,0.13502,0.74131,0.47347,0.49851,0.23055,1.03532,0.36949,0.08543,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
62,240392,1.77155,0.2028,0.12487,0.74716,0.47392,0.50286,0.22976,1.03638,0.37001,0.08655,0.0149025,0.0049675,0.0149025,0.0049675,0.0149025,0.0049675,0.0149025,0.0049675
63,244266,1.76532,0.19746,0.12773,0.75286,0.47444,0.5085,0.22931,1.0264,0.37411,0.0869,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
64,248140,1.78295,0.20274,0.11991,0.7622,0.48064,0.51441,0.23102,1.03654,0.36708,0.08653,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
65,252017,1.78775,0.19997,0.12078,0.76527,0.48274,0.51793,0.23289,1.03186,0.36821,0.0862,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
66,255892,1.77089,0.20167,0.11977,0.76697,0.48701,0.52208,0.23339,1.02529,0.37062,0.08558,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375,0.0139125,0.0046375
67,259767,1.78035,0.20276,0.11906,0.75719,0.4931,0.52593,0.23286,1.02388,0.37078,0.08504,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
68,263643,1.76947,0.20358,0.11537,0.75391,0.49569,0.53007,0.23438,1.0185,0.37266,0.08457,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725,0.0134175,0.0044725
69,267512,1.73076,0.21467,0.10838,0.75265,0.49671,0.52965,0.23415,1.01538,0.37294,0.08464,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
70,271380,1.73667,0.21704,0.10647,0.75886,0.5014,0.53647,0.23715,1.00667,0.37576,0.08426,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
71,275248,1.70463,0.22125,0.10336,0.77246,0.50691,0.54284,0.24287,0.99982,0.37501,0.08351,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
72,279120,1.72204,0.2203,0.10176,0.77082,0.51111,0.54459,0.2451,0.99852,0.3748,0.08381,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425,0.0124275,0.0041425
73,282994,1.7036,0.22249,0.10108,0.77,0.51038,0.54393,0.24564,1.00051,0.37332,0.08321,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
74,286869,1.72393,0.22391,0.09747,0.7834,0.51256,0.54961,0.2508,0.99351,0.37211,0.08202,0.0119325,0.0039775,0.0119325,0.0039775,0.0119325,0.0039775,0.0119325,0.0039775
75,290750,1.69269,0.22704,0.09569,0.78386,0.51805,0.55576,0.25163,0.98915,0.37338,0.08154,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
76,294638,1.68054,0.22541,0.09589,0.79216,0.5194,0.55834,0.25296,0.98369,0.37511,0.08161,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
77,298463,1.67739,0.23061,0.09111,0.77946,0.522,0.55751,0.25483,0.98016,0.37584,0.08176,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
78,302289,1.68754,0.22311,0.09105,0.78166,0.51688,0.55958,0.25615,0.97563,0.37864,0.08171,0.0109425,0.0036475,0.0109425,0.0036475,0.0109425,0.0036475,0.0109425,0.0036475
79,306117,1.63577,0.24292,0.08639,0.78613,0.51995,0.56073,0.25954,0.96643,0.38047,0.08137,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
80,309944,1.64541,0.2393,0.08461,0.77522,0.52596,0.56438,0.26142,0.95534,0.38427,0.08086,0.0104475,0.0034825,0.0104475,0.0034825,0.0104475,0.0034825,0.0104475,0.0034825
81,313769,1.62573,0.23832,0.08419,0.77764,0.52596,0.56982,0.26504,0.94468,0.38801,0.08061,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
82,317594,1.65389,0.23712,0.08255,0.7751,0.52801,0.57089,0.26897,0.93879,0.39016,0.0796,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175,0.0099525,0.0033175
83,321423,1.63999,0.23234,0.08047,0.76788,0.52826,0.57011,0.27084,0.93244,0.39367,0.07956,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
84,325250,1.60807,0.24147,0.07808,0.77438,0.53177,0.5765,0.27459,0.92209,0.39641,0.07947,0.0094575,0.0031525,0.0094575,0.0031525,0.0094575,0.0031525,0.0094575,0.0031525
85,329075,1.5815,0.24372,0.07562,0.77223,0.54039,0.58203,0.27873,0.91419,0.39756,0.07923,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
86,332900,1.56515,0.2512,0.07258,0.77289,0.54864,0.59014,0.28601,0.90171,0.39958,0.07808,0.0089625,0.0029875,0.0089625,0.0029875,0.0089625,0.0029875,0.0089625,0.0029875
87,336725,1.56688,0.24709,0.07289,0.77284,0.55112,0.59357,0.29152,0.89102,0.40158,0.07761,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
88,340552,1.55441,0.24962,0.07128,0.76617,0.558,0.59908,0.29792,0.87724,0.4048,0.07695,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225,0.0084675,0.0028225
89,344377,1.52233,0.25678,0.06816,0.75964,0.56138,0.60447,0.30242,0.86649,0.40822,0.07739,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
90,348205,1.5097,0.2587,0.06595,0.76842,0.56886,0.61184,0.30954,0.85226,0.4101,0.07761,0.0079725,0.0026575,0.0079725,0.0026575,0.0079725,0.0026575,0.0079725,0.0026575
91,352032,1.51364,0.25886,0.06565,0.76415,0.57593,0.61839,0.31487,0.839,0.41331,0.07705,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
92,355860,1.50164,0.25898,0.06326,0.76946,0.58191,0.62842,0.32103,0.82408,0.41681,0.07632,0.0074775,0.0024925,0.0074775,0.0024925,0.0074775,0.0024925,0.0074775,0.0024925
93,359687,1.46836,0.26553,0.06125,0.77402,0.59016,0.63838,0.32927,0.81095,0.41841,0.07556,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
94,363512,1.43574,0.26537,0.05946,0.78302,0.59836,0.65004,0.33695,0.7968,0.41761,0.07499,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275,0.0069825,0.0023275
95,367336,1.4062,0.26937,0.05741,0.781,0.6003,0.65075,0.34066,0.79407,0.41351,0.07437,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
96,371158,1.3556,0.27654,0.05395,0.7844,0.60585,0.65639,0.34809,0.7826,0.41238,0.07405,0.0064875,0.0021625,0.0064875,0.0021625,0.0064875,0.0021625,0.0064875,0.0021625
97,374979,1.35744,0.27489,0.05333,0.7852,0.61357,0.66302,0.35336,0.77434,0.4115,0.07403,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
98,378802,1.32252,0.28389,0.05119,0.78923,0.61448,0.67063,0.35812,0.76302,0.41283,0.07484,0.0059925,0.0019975,0.0059925,0.0019975,0.0059925,0.0019975,0.0059925,0.0019975
99,382625,1.31766,0.28038,0.05052,0.78948,0.62543,0.67992,0.36454,0.75017,0.4133,0.07476,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
100,386447,1.29895,0.28229,0.04947,0.79069,0.63401,0.69234,0.3696,0.73408,0.41838,0.07522,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325,0.0054975,0.0018325
101,390271,1.24197,0.29454,0.04666,0.79812,0.6462,0.70389,0.37744,0.72155,0.4171,0.07546,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
102,394096,1.24439,0.28774,0.04565,0.80472,0.66005,0.71853,0.38512,0.70952,0.41543,0.07601,0.0050025,0.0016675,0.0050025,0.0016675,0.0050025,0.0016675,0.0050025,0.0016675
103,397919,1.18454,0.29981,0.04336,0.81655,0.66945,0.73274,0.3892,0.70073,0.41484,0.07767,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
104,401744,1.15622,0.30654,0.04116,0.82295,0.68076,0.74279,0.39277,0.69107,0.41423,0.0794,0.0045075,0.0015025,0.0045075,0.0015025,0.0045075,0.0015025,0.0045075,0.0015025
105,405568,1.10999,0.31321,0.03949,0.82668,0.69524,0.7555,0.39767,0.68275,0.41379,0.08051,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
106,409390,1.0862,0.31631,0.03801,0.83108,0.70929,0.76904,0.40153,0.67336,0.41438,0.08165,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375,0.0040125,0.0013375
107,413215,1.06381,0.31948,0.03697,0.83665,0.71915,0.77843,0.40611,0.66474,0.41543,0.08205,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
108,417043,1.0103,0.329,0.0349,0.83702,0.73172,0.78825,0.40902,0.65635,0.41648,0.08384,0.0035175,0.0011725,0.0035175,0.0011725,0.0035175,0.0011725,0.0035175,0.0011725
109,420870,0.98897,0.32978,0.0335,0.82976,0.7473,0.79852,0.4126,0.64651,0.41955,0.0858,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
110,424693,0.95763,0.33063,0.03185,0.8345,0.75226,0.80756,0.41422,0.64087,0.4215,0.08794,0.0030225,0.0010075,0.0030225,0.0010075,0.0030225,0.0010075,0.0030225,0.0010075
111,426614,0.69751,0.36734,0.04456,0.84198,0.80765,0.86255,0.49942,0.54593,0.42235,0.06157,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
112,428532,0.66996,0.36837,0.0421,0.86089,0.84561,0.90579,0.55228,0.48876,0.41958,0.04706,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425,0.0025275,0.0008425
113,430449,0.65785,0.36428,0.04012,0.88303,0.86674,0.93265,0.584,0.45868,0.41623,0.04175,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
114,432365,0.62515,0.36605,0.03835,0.8963,0.88422,0.9434,0.60263,0.44234,0.41022,0.03878,0.0020325,0.0006775,0.0020325,0.0006775,0.0020325,0.0006775,0.0020325,0.0006775
115,434282,0.59626,0.36572,0.03652,0.9121,0.89754,0.95431,0.61987,0.42882,0.40082,0.03664,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
116,436197,0.56167,0.36406,0.03426,0.93214,0.91635,0.9634,0.64154,0.40941,0.38726,0.03436,0.0015375,0.0005125,0.0015375,0.0005125,0.0015375,0.0005125,0.0015375,0.0005125
117,438113,0.52656,0.36255,0.0325,0.95762,0.93461,0.97153,0.65968,0.39234,0.37085,0.03325,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
118,440030,0.48684,0.36212,0.03084,0.97263,0.95023,0.9759,0.67055,0.38003,0.36085,0.03253,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475,0.0010425,0.0003475
119,441944,0.44961,0.35987,0.02919,0.97679,0.95778,0.97739,0.67425,0.37617,0.35656,0.03239,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265,0.000795,0.000265
120,443858,0.41396,0.354,0.02802,0.97912,0.96107,0.97782,0.67576,0.37373,0.35468,0.03226,0.0005475,0.0001825,0.0005475,0.0001825,0.0005475,0.0001825,0.0005475,0.0001825
