case,op,tokens,routed_m,ms,mfu_percent,status,error,config_label,config_tile_m,config_tile_n,config_tile_k,config_num_warps,config_pingpong,config_is_dynamic_persistent,config_cluster_m,config_cluster_n,config_cluster_k,config_swap_ab,config_max_swizzle_size,config_device_capacity,config_use_tma_gather
online_target,out,24497,29446,0.3950826644897461,71.11880732482689,ok,,m256_n192_cm2_cn1_pp0_dyn0_sw4,256,192,,,False,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.4391296068827311,63.98522771599173,ok,,m256_n208_cm1_cn1_pp0_dyn0_sw8,256,208,,,False,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.45242239634195963,62.10525411741108,ok,,m256_n208_cm1_cn2_pp0_dyn0_sw4,256,208,,,False,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.4256704012552897,66.00836659153622,ok,,m256_n208_cm2_cn1_pp0_dyn0_sw4,256,208,,,False,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.4397055943806966,63.901410972038775,ok,,m128_n224_cm1_cn1_pp0_dyn0_sw8,128,224,,,False,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.39574187596639,71.00034037239922,ok,,m128_n224_cm1_cn2_pp0_dyn0_sw4,128,224,,,False,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.40468692779541016,69.43097481871307,ok,,m128_n224_cm2_cn1_pp0_dyn0_sw4,128,224,,,False,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.37795626322428383,74.34142684533819,ok,,m128_n256_cm1_cn1_pp0_dyn0_sw8,128,256,,,False,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.37289174397786456,75.35111288195591,ok,,m128_n256_cm1_cn2_pp0_dyn0_sw4,128,256,,,False,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.4035200119018555,69.63175818913153,ok,,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.4634175936381022,60.631724558925505,ok,,m128_n128_cm1_cn1_pp1_dyn0_sw8,128,128,,,True,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.3979029337565104,70.61472914502166,ok,,m128_n128_cm1_cn2_pp1_dyn1_sw8,128,128,,,True,True,1,2,1,False,8,9,False
online_target,out,24497,29446,0.38563839594523114,72.86050400753138,ok,,m128_n128_cm1_cn2_pp1_dyn0_sw4,128,128,,,True,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.41341225306193036,67.9655904853317,ok,,m128_n128_cm2_cn1_pp1_dyn1_sw8,128,128,,,True,True,2,1,1,False,8,9,False
online_target,out,24497,29446,0.41728426615397135,67.33493249625144,ok,,m128_n128_cm2_cn1_pp1_dyn0_sw4,128,128,,,True,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.5844373067220052,48.07668430822905,ok,,m128_n160_cm1_cn1_pp1_dyn0_sw8,128,160,,,True,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.4042666753133138,69.50315128361541,ok,,m128_n160_cm1_cn2_pp1_dyn1_sw8,128,160,,,True,True,1,2,1,False,8,9,False
online_target,out,24497,29446,0.4179093360900879,67.23421916367164,ok,,m128_n160_cm1_cn2_pp1_dyn0_sw4,128,160,,,True,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.4111551920572917,68.33869165711579,ok,,m128_n160_cm2_cn1_pp1_dyn1_sw8,128,160,,,True,True,2,1,1,False,8,9,False
online_target,out,24497,29446,0.42501761118570963,66.10974969916779,ok,,m128_n160_cm2_cn1_pp1_dyn0_sw4,128,160,,,True,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.3801024119059245,73.9216774561791,ok,,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.3710997263590495,75.71497874412351,ok,,m128_n192_cm1_cn2_pp1_dyn1_sw8,128,192,,,True,True,1,2,1,False,8,9,False
online_target,out,24497,29446,0.3585258801778158,78.37037560381971,ok,,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.3823637326558431,73.48450047305005,ok,,m128_n192_cm2_cn1_pp1_dyn1_sw8,128,192,,,True,True,2,1,1,False,8,9,False
online_target,out,24497,29446,0.3771199862162272,74.5062816085149,ok,,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.646129035949707,43.48637242702793,ok,,m128_n208_cm1_cn1_pp1_dyn0_sw8,128,208,,,True,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.741862424214681,37.874688050104695,ok,,m128_n208_cm1_cn2_pp1_dyn0_sw4,128,208,,,True,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.5076544125874837,55.34829836307866,ok,,m128_n208_cm2_cn1_pp1_dyn0_sw4,128,208,,,True,False,2,1,1,False,4,9,False
online_target,out,24497,29446,0.3951210657755534,71.11189538344257,ok,,m192_n128_cm1_cn1_pp1_dyn0_sw8,192,128,,,True,False,1,1,1,False,8,9,False
online_target,out,24497,29446,0.3657685279846191,76.81854982998159,ok,,m192_n128_cm1_cn2_pp1_dyn0_sw4,192,128,,,True,False,1,2,1,False,4,9,False
online_target,out,24497,29446,0.37347199122111,75.2340431242419,ok,,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False
