case,distribution,tokens,routed_m,skew_ratio,op,candidate_set,best_ms,mfu_percent,best_config,tile_m,tile_n,tile_k,num_warps,pingpong,is_dynamic_persistent,cluster_m,cluster_n,cluster_k,swap_ab,max_swizzle_size,device_capacity,use_tma_gather
online_target,balanced,24497,29446,1.000339604700129,gated,current_after,0.9736311912536622,57.71755906268024,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_target,balanced,24497,29446,1.000339604700129,gated,expanded_after,0.9736311912536622,57.71755906268024,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_target,balanced,24497,29446,1.000339604700129,out,before,0.4201599836349487,66.87406937267484,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_target,balanced,24497,29446,1.000339604700129,out,current_after,0.4201599836349487,66.87406937267484,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_target,balanced,24497,29446,1.000339604700129,out,expanded_after,0.39558800458908083,71.02795728705735,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False
m24k_tk36k,balanced,24576,36864,1.0,gated,before,1.1368167877197266,61.88538624797136,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m24k_tk36k,balanced,24576,36864,1.0,gated,current_after,1.1329392433166503,62.09719225124436,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m24k_tk36k,balanced,24576,36864,1.0,gated,expanded_after,1.1329392433166503,62.09719225124436,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m24k_tk36k,balanced,24576,36864,1.0,out,before,0.4911159992218017,71.62497873485106,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m24k_tk36k,balanced,24576,36864,1.0,out,current_after,0.4911159992218017,71.62497873485106,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m24k_tk36k,balanced,24576,36864,1.0,out,expanded_after,0.4911159992218017,71.62497873485106,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_max,balanced,28940,36560,1.0,gated,before,1.1301999568939207,61.73437098461263,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
online_max,balanced,28940,36560,1.0,gated,current_after,1.1293560028076173,61.78050433364369,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_max,balanced,28940,36560,1.0,gated,expanded_after,1.1293560028076173,61.78050433364369,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_max,balanced,28940,36560,1.0,out,before,0.4980000019073486,70.05239272937132,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_max,balanced,28940,36560,1.0,out,current_after,0.4980000019073486,70.05239272937132,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_max,balanced,28940,36560,1.0,out,expanded_after,0.4980000019073486,70.05239272937132,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,before,1.3917984008789062,58.41024163048451,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,current_after,1.348091983795166,60.3039569061121,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,expanded_after,1.348091983795166,60.3039569061121,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,before,0.5927847862243651,68.57065395862666,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,current_after,0.5927847862243651,68.57065395862666,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,expanded_after,0.5796720027923584,70.12179344926828,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False
m40k_tk52k,balanced,40960,53248,1.0,gated,before,1.6934495925903321,60.00772374904058,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m40k_tk52k,balanced,40960,53248,1.0,gated,current_after,1.6677167892456053,60.93364052601159,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m40k_tk52k,balanced,40960,53248,1.0,gated,expanded_after,1.6677167892456053,60.93364052601159,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m40k_tk52k,balanced,40960,53248,1.0,out,before,0.7338207960128784,69.24037577513852,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m40k_tk52k,balanced,40960,53248,1.0,out,current_after,0.7338207960128784,69.24037577513852,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m40k_tk52k,balanced,40960,53248,1.0,out,expanded_after,0.7338207960128784,69.24037577513852,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m48k_tk64k,balanced,49152,65536,1.0,gated,before,2.034558391571045,61.473211018983456,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m48k_tk64k,balanced,49152,65536,1.0,gated,current_after,2.034558391571045,61.473211018983456,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m48k_tk64k,balanced,49152,65536,1.0,gated,expanded_after,2.034558391571045,61.473211018983456,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m48k_tk64k,balanced,49152,65536,1.0,out,before,0.9049511909484863,69.10363707262637,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m48k_tk64k,balanced,49152,65536,1.0,out,current_after,0.9049511909484863,69.10363707262637,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m48k_tk64k,balanced,49152,65536,1.0,out,expanded_after,0.9029592037200928,69.25608422850794,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False
m4k_tk5k,skewed,4096,4915,4.9936927772126145,gated,before,0.2393664002418518,39.186498626287985,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False
m4k_tk5k,skewed,4096,4915,4.9936927772126145,gated,current_after,0.21430479288101195,43.769114951455265,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m4k_tk5k,skewed,4096,4915,4.9936927772126145,gated,expanded_after,0.21430479288101195,43.769114951455265,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m4k_tk5k,skewed,4096,4915,4.9936927772126145,out,before,0.08850799798965454,52.989172319507325,m128_n224_cm1_cn2_pp0_dyn0_sw8,128,224,,,False,False,1,2,1,False,8,9,False
m4k_tk5k,skewed,4096,4915,4.9936927772126145,out,current_after,0.08850799798965454,52.989172319507325,m128_n224_cm1_cn2_pp0_dyn0_sw8,128,224,,,False,False,1,2,1,False,8,9,False
m4k_tk5k,skewed,4096,4915,4.9936927772126145,out,expanded_after,0.08850799798965454,52.989172319507325,m128_n224_cm1_cn2_pp0_dyn0_sw8,128,224,,,False,False,1,2,1,False,8,9,False
m4k_tk7k,skewed,4096,7373,4.993354129933541,gated,before,0.28572959899902345,49.24533872388809,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m4k_tk7k,skewed,4096,7373,4.993354129933541,gated,current_after,0.27800079584121706,50.61442663705298,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m4k_tk7k,skewed,4096,7373,4.993354129933541,gated,expanded_after,0.27800079584121706,50.61442663705298,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m4k_tk7k,skewed,4096,7373,4.993354129933541,out,before,0.11861600279808043,59.312616148852946,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m4k_tk7k,skewed,4096,7373,4.993354129933541,out,current_after,0.11861600279808043,59.312616148852946,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m4k_tk7k,skewed,4096,7373,4.993354129933541,out,expanded_after,0.11861600279808043,59.312616148852946,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m8k_tk10k,skewed,8192,9830,4.9936927772126145,gated,before,0.37967599630355836,49.41018766304829,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False
m8k_tk10k,skewed,8192,9830,4.9936927772126145,gated,current_after,0.3616551995277405,51.87223148736919,m128_n224_cm1_cn1_pp0_dyn0_sw8,128,224,,,False,False,1,1,1,False,8,9,False
m8k_tk10k,skewed,8192,9830,4.9936927772126145,gated,expanded_after,0.3616551995277405,51.87223148736919,m128_n224_cm1_cn1_pp0_dyn0_sw8,128,224,,,False,False,1,1,1,False,8,9,False
m8k_tk10k,skewed,8192,9830,4.9936927772126145,out,before,0.15183839797973633,61.77575131890307,m128_n256_cm1_cn2_pp0_dyn0_sw8,128,256,,,False,False,1,2,1,False,8,9,False
m8k_tk10k,skewed,8192,9830,4.9936927772126145,out,current_after,0.15183839797973633,61.77575131890307,m128_n256_cm1_cn2_pp0_dyn0_sw8,128,256,,,False,False,1,2,1,False,8,9,False
m8k_tk10k,skewed,8192,9830,4.9936927772126145,out,expanded_after,0.15183839797973633,61.77575131890307,m128_n256_cm1_cn2_pp0_dyn0_sw8,128,256,,,False,False,1,2,1,False,8,9,False
m8k_tk12k,skewed,8192,12288,4.994791666666667,gated,before,0.41885039806365965,55.9884438663951,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m8k_tk12k,skewed,8192,12288,4.994791666666667,gated,current_after,0.41885039806365965,55.9884438663951,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m8k_tk12k,skewed,8192,12288,4.994791666666667,gated,expanded_after,0.41885039806365965,55.9884438663951,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m8k_tk12k,skewed,8192,12288,4.994791666666667,out,before,0.18680480122566223,62.76814580390696,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False
m8k_tk12k,skewed,8192,12288,4.994791666666667,out,current_after,0.18680480122566223,62.76814580390696,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False
m8k_tk12k,skewed,8192,12288,4.994791666666667,out,expanded_after,0.18680480122566223,62.76814580390696,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False
m12k_tk18k,skewed,12288,18432,4.994791666666667,gated,before,0.6327104091644287,55.59600804902372,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False
m12k_tk18k,skewed,12288,18432,4.994791666666667,gated,current_after,0.6327104091644287,55.59600804902372,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False
m12k_tk18k,skewed,12288,18432,4.994791666666667,gated,expanded_after,0.6327104091644287,55.59600804902372,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False
m12k_tk18k,skewed,12288,18432,4.994791666666667,out,before,0.2641855955123901,66.57473684812793,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m12k_tk18k,skewed,12288,18432,4.994791666666667,out,current_after,0.2641855955123901,66.57473684812793,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m12k_tk18k,skewed,12288,18432,4.994791666666667,out,expanded_after,0.2641855955123901,66.57473684812793,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_min,skewed,12176,14395,4.9950677318513375,gated,before,0.5076855897903443,54.111921948474006,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
online_min,skewed,12176,14395,4.9950677318513375,gated,current_after,0.5011919975280762,54.81301206841628,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_min,skewed,12176,14395,4.9950677318513375,gated,expanded_after,0.5011919975280762,54.81301206841628,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_min,skewed,12176,14395,4.9950677318513375,out,before,0.21742000579833987,63.176897885332195,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False
online_min,skewed,12176,14395,4.9950677318513375,out,current_after,0.21694079637527466,63.316451926308005,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False
online_min,skewed,12176,14395,4.9950677318513375,out,expanded_after,0.2169376015663147,63.317384378619025,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m16k_tk20k,skewed,16384,19661,4.9950663750572195,gated,before,0.6827879905700683,54.95356304557259,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False
m16k_tk20k,skewed,16384,19661,4.9950663750572195,gated,current_after,0.6378367900848388,58.826385479522614,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m16k_tk20k,skewed,16384,19661,4.9950663750572195,gated,expanded_after,0.6378367900848388,58.826385479522614,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m16k_tk20k,skewed,16384,19661,4.9950663750572195,out,before,0.2796895980834961,67.07727627995426,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m16k_tk20k,skewed,16384,19661,4.9950663750572195,out,current_after,0.2796895980834961,67.07727627995426,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m16k_tk20k,skewed,16384,19661,4.9950663750572195,out,expanded_after,0.2796895980834961,67.07727627995426,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m20k_tk24k,skewed,20000,24000,4.994666666666666,gated,before,0.8136688232421876,56.29109446768975,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m20k_tk24k,skewed,20000,24000,4.994666666666666,gated,current_after,0.7662064075469971,59.7780286661601,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m20k_tk24k,skewed,20000,24000,4.994666666666666,gated,expanded_after,0.7662064075469971,59.7780286661601,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m20k_tk24k,skewed,20000,24000,4.994666666666666,out,before,0.3530743956565857,64.8621213517407,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m20k_tk24k,skewed,20000,24000,4.994666666666666,out,current_after,0.3530743956565857,64.8621213517407,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m20k_tk24k,skewed,20000,24000,4.994666666666666,out,expanded_after,0.3485391974449158,65.70610842382897,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_target,skewed,24497,29446,4.994634245737961,gated,before,0.9803063869476318,57.32454315780454,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
online_target,skewed,24497,29446,4.994634245737961,gated,current_after,0.9099256038665771,61.758472942905506,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_target,skewed,24497,29446,4.994634245737961,gated,expanded_after,0.9099256038665771,61.758472942905506,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_target,skewed,24497,29446,4.994634245737961,out,before,0.3958480000495911,70.98130567719286,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_target,skewed,24497,29446,4.994634245737961,out,current_after,0.3958480000495911,70.98130567719286,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
online_target,skewed,24497,29446,4.994634245737961,out,expanded_after,0.3958480000495911,70.98130567719286,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False
m24k_tk36k,skewed,24576,36864,4.994791666666667,gated,before,1.2040696144104004,58.42880275295622,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m24k_tk36k,skewed,24576,36864,4.994791666666667,gated,current_after,1.184553575515747,59.39144286537008,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m24k_tk36k,skewed,24576,36864,4.994791666666667,gated,expanded_after,1.184553575515747,59.39144286537008,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m24k_tk36k,skewed,24576,36864,4.994791666666667,out,before,0.5111448049545289,68.818410477117,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m24k_tk36k,skewed,24576,36864,4.994791666666667,out,current_after,0.5111448049545289,68.818410477117,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m24k_tk36k,skewed,24576,36864,4.994791666666667,out,expanded_after,0.5111448049545289,68.818410477117,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
online_max,skewed,28940,36560,4.994748358862145,gated,before,1.2172264099121093,57.32062897872916,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
online_max,skewed,28940,36560,4.994748358862145,gated,current_after,1.184455966949463,58.90652364678361,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_max,skewed,28940,36560,4.994748358862145,gated,expanded_after,1.184455966949463,58.90652364678361,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
online_max,skewed,28940,36560,4.994748358862145,out,before,0.5159735918045044,67.6121651707693,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
online_max,skewed,28940,36560,4.994748358862145,out,current_after,0.5159735918045044,67.6121651707693,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
online_max,skewed,28940,36560,4.994748358862145,out,expanded_after,0.5159735918045044,67.6121651707693,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False
m32k_tk42k,skewed,32768,42598,4.9947884877224284,gated,before,1.3654848098754884,59.53583687516212,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m32k_tk42k,skewed,32768,42598,4.9947884877224284,gated,current_after,1.3654848098754884,59.53583687516212,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m32k_tk42k,skewed,32768,42598,4.9947884877224284,gated,expanded_after,1.3654848098754884,59.53583687516212,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m32k_tk42k,skewed,32768,42598,4.9947884877224284,out,before,0.6064496040344238,67.02558659074028,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False
m32k_tk42k,skewed,32768,42598,4.9947884877224284,out,current_after,0.6064496040344238,67.02558659074028,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False
m32k_tk42k,skewed,32768,42598,4.9947884877224284,out,expanded_after,0.6064496040344238,67.02558659074028,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False
m40k_tk52k,skewed,40960,53248,4.994891826923077,gated,before,1.7750999450683593,57.24751195976886,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False
m40k_tk52k,skewed,40960,53248,4.994891826923077,gated,current_after,1.731592845916748,58.68588310162819,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m40k_tk52k,skewed,40960,53248,4.994891826923077,gated,expanded_after,1.731592845916748,58.68588310162819,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m40k_tk52k,skewed,40960,53248,4.994891826923077,out,before,0.7542167901992798,67.36793495954646,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False
m40k_tk52k,skewed,40960,53248,4.994891826923077,out,current_after,0.7542167901992798,67.36793495954646,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False
m40k_tk52k,skewed,40960,53248,4.994891826923077,out,expanded_after,0.7542167901992798,67.36793495954646,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False
m48k_tk64k,skewed,49152,65536,4.9951171875,gated,before,2.0952912330627442,59.69138579016098,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m48k_tk64k,skewed,49152,65536,4.9951171875,gated,current_after,2.048852729797363,61.04432764567721,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m48k_tk64k,skewed,49152,65536,4.9951171875,gated,expanded_after,2.048852729797363,61.04432764567721,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False
m48k_tk64k,skewed,49152,65536,4.9951171875,out,before,0.915345573425293,68.31891744855758,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m48k_tk64k,skewed,49152,65536,4.9951171875,out,current_after,0.915345573425293,68.31891744855758,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
m48k_tk64k,skewed,49152,65536,4.9951171875,out,expanded_after,0.915345573425293,68.31891744855758,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False
