case,distribution,candidate_set,tokens,routed_m,skew_ratio,total_ms,weighted_mfu_percent,gated_ms,out_ms,gated_config,out_config
m16k_tk20k,skewed,expanded_after,16384.0,19661.0,4.9950663750572195,0.9175263881683349,61.34150478460375,0.6378367900848388,0.2796895980834961,m128_n192_cm1_cn1_pp1_dyn0_sw8,m192_n128_cm1_cn2_pp1_dyn0_sw8
m20k_tk24k,skewed,before,20000.0,24000.0,4.994666666666666,1.1667432188987732,58.88481868071661,0.8136688232421876,0.3530743956565857,m128_n192_cm2_cn1_pp1_dyn0_sw8,m192_n128_cm1_cn2_pp1_dyn0_sw8
m20k_tk24k,skewed,current_after,20000.0,24000.0,4.994666666666666,1.1192808032035828,61.38179328651777,0.7662064075469971,0.3530743956565857,m128_n192_cm1_cn1_pp1_dyn0_sw8,m192_n128_cm1_cn2_pp1_dyn0_sw8
m20k_tk24k,skewed,expanded_after,20000.0,24000.0,4.994666666666666,1.1147456049919129,61.63151716781905,0.7662064075469971,0.3485391974449158,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n192_cm1_cn1_pp1_dyn0_sw8
online_target,skewed,before,24497.0,29446.0,4.994634245737961,1.3761543869972228,61.2528830167124,0.9803063869476318,0.3958480000495911,m128_n256_cm2_cn1_pp0_dyn0_sw8,m192_n128_cm1_cn2_pp1_dyn0_sw8
online_target,skewed,current_after,24497.0,29446.0,4.994634245737961,1.305773603916168,64.55439398290069,0.9099256038665771,0.3958480000495911,m128_n192_cm1_cn1_pp1_dyn0_sw8,m192_n128_cm1_cn2_pp1_dyn0_sw8
online_target,skewed,expanded_after,24497.0,29446.0,4.994634245737961,1.305773603916168,64.55439398290069,0.9099256038665771,0.3958480000495911,m128_n192_cm1_cn1_pp1_dyn0_sw8,m192_n128_cm1_cn2_pp1_dyn0_sw8
online_max,skewed,before,28940.0,36560.0,4.994748358862145,1.7332000017166136,60.38441901388589,1.2172264099121093,0.5159735918045044,m128_n256_cm2_cn1_pp0_dyn0_sw8,m128_n128_cm1_cn2_pp1_dyn0_sw8
online_max,skewed,current_after,28940.0,36560.0,4.994748358862145,1.7004295587539673,61.548139174441765,1.184455966949463,0.5159735918045044,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n128_cm1_cn2_pp1_dyn0_sw8
online_max,skewed,expanded_after,28940.0,36560.0,4.994748358862145,1.7004295587539673,61.548139174441765,1.184455966949463,0.5159735918045044,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n128_cm1_cn2_pp1_dyn0_sw8
m24k_tk36k,skewed,before,24576.0,36864.0,4.994791666666667,1.7152144193649292,61.524971927937,1.2040696144104004,0.5111448049545289,m128_n256_cm2_cn1_pp0_dyn0_sw8,m128_n128_cm1_cn2_pp1_dyn0_sw8
m24k_tk36k,skewed,current_after,24576.0,36864.0,4.994791666666667,1.6956983804702759,62.23307176394973,1.184553575515747,0.5111448049545289,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n128_cm1_cn2_pp1_dyn0_sw8
m24k_tk36k,skewed,expanded_after,24576.0,36864.0,4.994791666666667,1.6956983804702759,62.23307176394973,1.184553575515747,0.5111448049545289,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n128_cm1_cn2_pp1_dyn0_sw8
m32k_tk42k,skewed,before,32768.0,42598.0,4.9947884877224284,1.9719344139099122,61.83923789970392,1.3654848098754884,0.6064496040344238,m128_n256_cm2_cn1_pp0_dyn0_sw8,m256_n128_cm1_cn2_pp0_dyn0_sw8
m32k_tk42k,skewed,current_after,32768.0,42598.0,4.9947884877224284,1.9719344139099122,61.83923789970392,1.3654848098754884,0.6064496040344238,m128_n256_cm2_cn1_pp0_dyn0_sw8,m256_n128_cm1_cn2_pp0_dyn0_sw8
m32k_tk42k,skewed,expanded_after,32768.0,42598.0,4.9947884877224284,1.9719344139099122,61.83923789970392,1.3654848098754884,0.6064496040344238,m128_n256_cm2_cn1_pp0_dyn0_sw8,m256_n128_cm1_cn2_pp0_dyn0_sw8
m40k_tk52k,skewed,before,40960.0,53248.0,4.994891826923077,2.5293167352676393,60.26532022550333,1.7750999450683593,0.7542167901992798,m128_n256_cm2_cn1_pp0_dyn0_sw8,m128_n192_cm1_cn2_pp1_dyn0_sw8
m40k_tk52k,skewed,current_after,40960.0,53248.0,4.994891826923077,2.485809636116028,61.32009498554943,1.731592845916748,0.7542167901992798,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n192_cm1_cn2_pp1_dyn0_sw8
m40k_tk52k,skewed,expanded_after,40960.0,53248.0,4.994891826923077,2.485809636116028,61.32009498554943,1.731592845916748,0.7542167901992798,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n192_cm1_cn2_pp1_dyn0_sw8
m48k_tk64k,skewed,before,49152.0,65536.0,4.9951171875,3.010636806488037,62.314476325718516,2.0952912330627442,0.915345573425293,m128_n192_cm2_cn1_pp1_dyn0_sw8,m128_n192_cm2_cn1_pp1_dyn0_sw8
m48k_tk64k,skewed,current_after,49152.0,65536.0,4.9951171875,2.964198303222656,63.29072376813365,2.048852729797363,0.915345573425293,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n192_cm2_cn1_pp1_dyn0_sw8
m48k_tk64k,skewed,expanded_after,49152.0,65536.0,4.9951171875,2.964198303222656,63.29072376813365,2.048852729797363,0.915345573425293,m128_n192_cm1_cn1_pp1_dyn0_sw8,m128_n192_cm2_cn1_pp1_dyn0_sw8
