case,distribution,tokens,routed_m,skew_ratio,op,rank,ms,mfu_percent,config,tile_m,tile_n,tile_k,num_warps,pingpong,is_dynamic_persistent,cluster_m,cluster_n,cluster_k,swap_ab,max_swizzle_size,device_capacity,use_tma_gather,error
m40k_tk52k,random,40960,53248,1.0375600961538463,out,5,0.7588088035583496,66.96025063135139,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,gated,1,2.0445703506469726,61.172185782657785,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,gated,2,2.098927211761475,59.58798220093,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,gated,3,2.123574352264404,58.896377799122135,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,gated,4,2.12421760559082,58.87854286035059,m128_n256_cm1_cn1_pp0_dyn0_sw8,128,256,,,False,False,1,1,1,False,8,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,gated,5,2.166199207305908,57.73745873124956,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,out,1,0.9103703975677491,68.69228045510054,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,out,2,0.9192343711853028,68.02989599606592,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,out,3,0.9258024215698242,67.54726193274357,m128_n256_cm1_cn1_pp0_dyn0_sw8,128,256,,,False,False,1,1,1,False,8,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,out,4,0.9283304214477539,67.36331937740411,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
m48k_tk64k,random,49152,65536,1.02197265625,out,5,0.932419204711914,67.06792218749563,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,gated,1,0.23822160959243777,39.374812093262705,m192_n128_cm2_cn1_pp1_dyn0_sw8,192,128,,,True,False,2,1,1,False,8,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,gated,2,0.23990559577941895,39.09842571109178,m128_n256_cm1_cn1_pp0_dyn0_sw8,128,256,,,False,False,1,1,1,False,8,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,gated,3,0.24045679569244385,39.008800259711606,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,gated,4,0.24507759809494017,38.27331093159788,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,gated,5,0.2510872006416321,37.3572650867396,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,out,1,0.09078559875488282,51.659796503530444,m192_n128_cm1_cn1_pp1_dyn0_sw8,192,128,,,True,False,1,1,1,False,8,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,out,2,0.09120000004768372,51.42506090653809,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,out,3,0.09135839939117432,51.33589892536457,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,out,4,0.09150480031967163,51.253765275089805,m192_n128_cm1_cn2_pp1_dyn0_sw4,192,128,,,True,False,1,2,1,False,4,9,False,
m4k_tk5k,balanced,4096,4915,1.0026449643947102,out,5,0.09199599921703339,50.98010345062971,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,gated,1,0.2587000012397766,54.390610045285726,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,gated,2,0.2697567939758301,52.16124746577599,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,gated,3,0.2707480072975159,51.97028420115254,m128_n224_cm2_cn1_pp0_dyn0_sw4,128,224,,,False,False,2,1,1,False,4,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,gated,4,0.2780847907066345,50.59913866699623,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,gated,5,0.27984319925308226,50.28119648325756,m256_n192_cm2_cn1_pp0_dyn0_sw4,256,192,,,False,False,2,1,1,False,4,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,out,1,0.11733280420303345,59.96128270231797,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,out,2,0.11760239601135254,59.823827419253085,m256_n192_cm1_cn2_pp0_dyn0_sw8,256,192,,,False,False,1,2,1,False,8,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,out,3,0.11767120361328125,59.78884575868945,m256_n192_cm2_cn1_pp0_dyn0_sw8,256,192,,,False,False,2,1,1,False,8,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,out,4,0.11776720285415648,59.74010821830012,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
m4k_tk7k,balanced,4096,7373,1.0004068900040688,out,5,0.11855279803276061,59.34423784017023,m256_n128_cm2_cn1_pp0_dyn0_sw8,256,128,,,False,False,2,1,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,gated,1,0.32152479887008667,58.3465483671561,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,gated,2,0.3556584000587464,52.746855481031695,m128_n128_cm1_cn1_pp1_dyn0_sw8,128,128,,,True,False,1,1,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,gated,3,0.3559823989868164,52.69884770119888,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,gated,4,0.3671320080757141,51.09841096896346,m128_n224_cm1_cn1_pp0_dyn0_sw8,128,224,,,False,False,1,1,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,gated,5,0.37490239143371584,50.03932398716231,m128_n160_cm1_cn1_pp1_dyn0_sw8,128,160,,,True,False,1,1,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,out,1,0.14448639750480652,64.91912924844563,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,out,2,0.1477016031742096,63.50595330501238,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,out,3,0.15348080396652222,61.1146858228786,m128_n256_cm1_cn2_pp0_dyn0_sw8,128,256,,,False,False,1,2,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,out,4,0.1545512020587921,60.69141481467513,m128_n224_cm1_cn2_pp0_dyn0_sw8,128,224,,,False,False,1,2,1,False,8,9,False,
m8k_tk10k,balanced,8192,9830,1.0010172939979654,out,5,0.15535359978675842,60.377945069389526,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
m8k_tk12k,balanced,8192,12288,1.0,gated,1,0.3336160063743591,70.29273641651871,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
m8k_tk12k,balanced,8192,12288,1.0,gated,2,0.3653200030326843,64.19243897330846,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
m8k_tk12k,balanced,8192,12288,1.0,gated,3,0.3749920010566712,62.53675260891877,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False,
m8k_tk12k,balanced,8192,12288,1.0,gated,4,0.37650400400161743,62.28561117853001,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m8k_tk12k,balanced,8192,12288,1.0,gated,5,0.3816488027572632,61.44597292322609,m128_n224_cm2_cn1_pp0_dyn0_sw4,128,224,,,False,False,2,1,1,False,4,9,False,
m8k_tk12k,balanced,8192,12288,1.0,out,1,0.1655232012271881,70.8383532536239,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False,
m8k_tk12k,balanced,8192,12288,1.0,out,2,0.17388159632682798,67.43319159644227,m256_n192_cm1_cn1_pp0_dyn0_sw8,256,192,,,False,False,1,1,1,False,8,9,False,
m8k_tk12k,balanced,8192,12288,1.0,out,3,0.17611040472984313,66.5797743079928,m128_n256_cm1_cn2_pp0_dyn0_sw8,128,256,,,False,False,1,2,1,False,8,9,False,
m8k_tk12k,balanced,8192,12288,1.0,out,4,0.17614880204200745,66.56526109899961,m256_n192_cm1_cn2_pp0_dyn0_sw4,256,192,,,False,False,1,2,1,False,4,9,False,
m8k_tk12k,balanced,8192,12288,1.0,out,5,0.17819440364837646,65.80111810547903,m128_n256_cm1_cn2_pp0_dyn0_sw4,128,256,,,False,False,1,2,1,False,4,9,False,
m12k_tk18k,balanced,12288,18432,1.0,gated,1,0.5555831909179687,63.313961933381094,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m12k_tk18k,balanced,12288,18432,1.0,gated,2,0.5947456121444702,59.14490545591783,m128_n224_cm2_cn1_pp0_dyn0_sw4,128,224,,,False,False,2,1,1,False,4,9,False,
m12k_tk18k,balanced,12288,18432,1.0,gated,3,0.5974832057952881,58.873910863795665,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False,
m12k_tk18k,balanced,12288,18432,1.0,gated,4,0.6308887958526612,55.75653464104595,m128_n128_cm1_cn1_pp1_dyn0_sw8,128,128,,,True,False,1,1,1,False,8,9,False,
m12k_tk18k,balanced,12288,18432,1.0,gated,5,0.6427263975143434,54.72962233486243,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
m12k_tk18k,balanced,12288,18432,1.0,out,1,0.24037439823150636,73.16954979275339,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False,
m12k_tk18k,balanced,12288,18432,1.0,out,2,0.25191600322723384,69.81726557656796,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False,
m12k_tk18k,balanced,12288,18432,1.0,out,3,0.25311440229415894,69.48670775305467,m192_n128_cm2_cn1_pp1_dyn0_sw8,192,128,,,True,False,2,1,1,False,8,9,False,
m12k_tk18k,balanced,12288,18432,1.0,out,4,0.26225680112838745,67.06436753833931,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
m12k_tk18k,balanced,12288,18432,1.0,out,5,0.26389039754867555,66.64920991321463,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False,
online_min,balanced,12176,14395,1.0003473428273706,gated,1,0.5026295900344848,54.65623901532596,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
online_min,balanced,12176,14395,1.0003473428273706,gated,2,0.5079576015472412,54.0829449651324,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
online_min,balanced,12176,14395,1.0003473428273706,gated,3,0.5145240068435669,53.392733174163624,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
online_min,balanced,12176,14395,1.0003473428273706,gated,4,0.515113615989685,53.3316188047536,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False,
online_min,balanced,12176,14395,1.0003473428273706,gated,5,0.5208904027938843,52.74015966074666,m256_n192_cm2_cn1_pp0_dyn0_sw8,256,192,,,False,False,2,1,1,False,8,9,False,
online_min,balanced,12176,14395,1.0003473428273706,out,1,0.209769606590271,65.48098996714768,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False,
online_min,balanced,12176,14395,1.0003473428273706,out,2,0.21902480125427246,62.714000541900305,m192_n128_cm1_cn2_pp1_dyn0_sw4,192,128,,,True,False,1,2,1,False,4,9,False,
online_min,balanced,12176,14395,1.0003473428273706,out,3,0.22336080074310302,61.49656277579489,m192_n128_cm1_cn1_pp1_dyn0_sw8,192,128,,,True,False,1,1,1,False,8,9,False,
online_min,balanced,12176,14395,1.0003473428273706,out,4,0.22915199995040894,59.942402892065786,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
online_min,balanced,12176,14395,1.0003473428273706,out,5,0.2346895933151245,58.52803829314421,m256_n128_cm2_cn1_pp0_dyn0_sw8,256,128,,,False,False,2,1,1,False,8,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,gated,1,0.618127989768982,60.70204473441713,m128_n224_cm2_cn1_pp0_dyn0_sw4,128,224,,,False,False,2,1,1,False,4,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,gated,2,0.6325376033782959,59.31921309682495,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,gated,3,0.6481831789016723,57.88739064492755,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,gated,4,0.6505031824111939,57.680936698068344,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,gated,5,0.6551223993301392,57.27423291421242,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,out,1,0.28143359422683717,66.66160980111958,m256_n192_cm1_cn1_pp0_dyn0_sw8,256,192,,,False,False,1,1,1,False,8,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,out,2,0.2861071944236755,65.57268327721427,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,out,3,0.286245596408844,65.54097837187336,m256_n192_cm1_cn2_pp0_dyn0_sw4,256,192,,,False,False,1,2,1,False,4,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,out,4,0.2892911911010742,64.85097721735077,m256_n192_cm1_cn2_pp0_dyn1_sw8,256,192,,,False,True,1,2,1,False,8,9,False,
m16k_tk20k,balanced,16384,19661,1.0001525863384364,out,5,0.2907071948051453,64.53509503213706,m256_n192_cm1_cn2_pp0_dyn0_sw8,256,192,,,False,False,1,2,1,False,8,9,False,
m20k_tk24k,balanced,20000,24000,1.0,gated,1,0.7487768173217774,61.1695067675379,m256_n192_cm2_cn1_pp0_dyn0_sw8,256,192,,,False,False,2,1,1,False,8,9,False,
m20k_tk24k,balanced,20000,24000,1.0,gated,2,0.7525135993957519,60.86575529175546,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m20k_tk24k,balanced,20000,24000,1.0,gated,3,0.7578023910522461,60.44096605573013,m256_n192_cm2_cn1_pp0_dyn0_sw4,256,192,,,False,False,2,1,1,False,4,9,False,
m20k_tk24k,balanced,20000,24000,1.0,gated,4,0.7848311901092528,58.359439802798875,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m20k_tk24k,balanced,20000,24000,1.0,gated,5,0.795024824142456,57.61116785748678,m128_n224_cm2_cn1_pp0_dyn0_sw8,128,224,,,False,False,2,1,1,False,8,9,False,
m20k_tk24k,balanced,20000,24000,1.0,out,1,0.3367984056472778,67.99662324189826,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False,
m20k_tk24k,balanced,20000,24000,1.0,out,2,0.3385432004928589,67.64618005598679,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False,
m20k_tk24k,balanced,20000,24000,1.0,out,3,0.3402103900909424,67.31468222104627,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
m20k_tk24k,balanced,20000,24000,1.0,out,4,0.34438799619674687,66.49811999889414,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False,
m20k_tk24k,balanced,20000,24000,1.0,out,5,0.3476287961006165,65.87818544998079,m192_n128_cm2_cn1_pp1_dyn0_sw8,192,128,,,True,False,2,1,1,False,8,9,False,
online_target,balanced,24497,29446,1.000339604700129,gated,1,0.9736311912536622,57.71755906268024,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
online_target,balanced,24497,29446,1.000339604700129,gated,2,1.0061280250549318,55.85334508834781,m128_n256_cm1_cn1_pp0_dyn0_sw8,128,256,,,False,False,1,1,1,False,8,9,False,
online_target,balanced,24497,29446,1.000339604700129,gated,3,1.0230696201324463,54.92843759662798,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
online_target,balanced,24497,29446,1.000339604700129,gated,4,1.0297232151031495,54.5735154478592,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
online_target,balanced,24497,29446,1.000339604700129,gated,5,1.032755184173584,54.41329818297545,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
online_target,balanced,24497,29446,1.000339604700129,out,1,0.39558800458908083,71.02795728705735,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False,
online_target,balanced,24497,29446,1.000339604700129,out,2,0.4201599836349487,66.87406937267484,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False,
online_target,balanced,24497,29446,1.000339604700129,out,3,0.42107439041137695,66.72884538471877,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
online_target,balanced,24497,29446,1.000339604700129,out,4,0.4247815847396851,66.14648304597385,m192_n128_cm1_cn2_pp1_dyn0_sw4,192,128,,,True,False,1,2,1,False,4,9,False,
online_target,balanced,24497,29446,1.000339604700129,out,5,0.42807199954986574,65.63804201809839,m192_n128_cm2_cn1_pp1_dyn0_sw8,192,128,,,True,False,2,1,1,False,8,9,False,
m24k_tk36k,balanced,24576,36864,1.0,gated,1,1.1329392433166503,62.09719225124436,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m24k_tk36k,balanced,24576,36864,1.0,gated,2,1.1368167877197266,61.88538624797136,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m24k_tk36k,balanced,24576,36864,1.0,gated,3,1.170729637145996,60.09273513628497,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m24k_tk36k,balanced,24576,36864,1.0,gated,4,1.1779120445251463,59.726315159273724,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
m24k_tk36k,balanced,24576,36864,1.0,gated,5,1.177951192855835,59.724330199666866,m128_n224_cm2_cn1_pp0_dyn0_sw4,128,224,,,False,False,2,1,1,False,4,9,False,
m24k_tk36k,balanced,24576,36864,1.0,out,1,0.4911159992218017,71.62497873485106,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False,
m24k_tk36k,balanced,24576,36864,1.0,out,2,0.5106096029281616,68.89054337968584,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m24k_tk36k,balanced,24576,36864,1.0,out,3,0.5108760118484497,68.85461870353312,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m24k_tk36k,balanced,24576,36864,1.0,out,4,0.5109640121459961,68.84276028143427,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False,
m24k_tk36k,balanced,24576,36864,1.0,out,5,0.5145951986312867,68.35697863906967,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False,
online_max,balanced,28940,36560,1.0,gated,1,1.1293560028076173,61.78050433364369,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
online_max,balanced,28940,36560,1.0,gated,2,1.1301999568939207,61.73437098461263,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
online_max,balanced,28940,36560,1.0,gated,3,1.1484200000762939,60.7549358431996,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
online_max,balanced,28940,36560,1.0,gated,4,1.1624375820159911,60.02230528771969,m128_n224_cm2_cn1_pp0_dyn0_sw4,128,224,,,False,False,2,1,1,False,4,9,False,
online_max,balanced,28940,36560,1.0,gated,5,1.1664567947387696,59.81548887227164,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
online_max,balanced,28940,36560,1.0,out,1,0.4980000019073486,70.05239272937132,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False,
online_max,balanced,28940,36560,1.0,out,2,0.506057620048523,68.93699517753775,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
online_max,balanced,28940,36560,1.0,out,3,0.5061239957809448,68.92795442154906,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False,
online_max,balanced,28940,36560,1.0,out,4,0.5090879917144775,68.52664427490002,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
online_max,balanced,28940,36560,1.0,out,5,0.5092463970184327,68.50532849538948,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,1,1.348091983795166,60.3039569061121,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,2,1.3917984008789062,58.41024163048451,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,3,1.3922663688659669,58.39060880460377,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,4,1.4020671844482422,57.982443208134214,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,gated,5,1.420798397064209,57.218026895468775,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,1,0.5796720027923584,70.12179344926828,m192_n128_cm2_cn1_pp1_dyn0_sw4,192,128,,,True,False,2,1,1,False,4,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,2,0.5927847862243651,68.57065395862666,m128_n128_cm1_cn2_pp1_dyn0_sw8,128,128,,,True,False,1,2,1,False,8,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,3,0.598035192489624,67.96864291366042,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,4,0.6061864137649536,67.0546873455504,m128_n192_cm1_cn2_pp1_dyn0_sw8,128,192,,,True,False,1,2,1,False,8,9,False,
m32k_tk42k,balanced,32768,42598,1.000234752805296,out,5,0.6094616174697876,66.69434018975677,m192_n128_cm1_cn2_pp1_dyn0_sw8,192,128,,,True,False,1,2,1,False,8,9,False,
m40k_tk52k,balanced,40960,53248,1.0,gated,1,1.6677167892456053,60.93364052601159,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m40k_tk52k,balanced,40960,53248,1.0,gated,2,1.680615234375,60.46598487064006,m128_n256_cm2_cn1_pp0_dyn0_sw4,128,256,,,False,False,2,1,1,False,4,9,False,
m40k_tk52k,balanced,40960,53248,1.0,gated,3,1.6934495925903321,60.00772374904058,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m40k_tk52k,balanced,40960,53248,1.0,gated,4,1.6965919494628907,59.8965799450227,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
m40k_tk52k,balanced,40960,53248,1.0,gated,5,1.6977519989013672,59.85565347638838,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m40k_tk52k,balanced,40960,53248,1.0,out,1,0.7338207960128784,69.24037577513852,m128_n192_cm2_cn1_pp1_dyn0_sw8,128,192,,,True,False,2,1,1,False,8,9,False,
m40k_tk52k,balanced,40960,53248,1.0,out,2,0.7345471858978272,69.1719043282952,m256_n128_cm1_cn2_pp0_dyn0_sw8,256,128,,,False,False,1,2,1,False,8,9,False,
m40k_tk52k,balanced,40960,53248,1.0,out,3,0.7346055984497071,69.16640408781414,m128_n192_cm1_cn1_pp1_dyn0_sw8,128,192,,,True,False,1,1,1,False,8,9,False,
m40k_tk52k,balanced,40960,53248,1.0,out,4,0.7390872001647949,68.74699988880042,m128_n192_cm2_cn1_pp1_dyn0_sw4,128,192,,,True,False,2,1,1,False,4,9,False,
m40k_tk52k,balanced,40960,53248,1.0,out,5,0.7405751943588257,68.60887058407783,m128_n192_cm1_cn2_pp1_dyn0_sw4,128,192,,,True,False,1,2,1,False,4,9,False,
m48k_tk64k,balanced,49152,65536,1.0,gated,1,2.034558391571045,61.473211018983456,m128_n256_cm2_cn1_pp0_dyn0_sw8,128,256,,,False,False,2,1,1,False,8,9,False,
