epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,392.961,1.90852,4.66239,0.93186,0.78909,0.47778,0.5218,0.29306,2.37184,1.49321,0.83242,0.009984,0.003328,0.009984,0.003328,0.009984,0.003328,0.009984,0.003328
2,745.693,1.9891,1.35935,0.9265,0.75353,0.41221,0.44477,0.24853,2.56753,1.98944,0.87576,0.0198851,0.00662836,0.0198851,0.00662836,0.0198851,0.00662836,0.0198851,0.00662836
3,1119.55,2.05973,1.33944,0.95956,0.72015,0.44393,0.47149,0.25166,2.49694,1.90276,0.89218,0.0296872,0.00989572,0.0296872,0.00989572,0.0296872,0.00989572,0.0296872,0.00989572
4,1472.84,2.01674,1.25197,0.96376,0.75327,0.46673,0.5042,0.28055,2.3925,1.58947,0.87953,0.0295545,0.0098515,0.0295545,0.0098515,0.0295545,0.0098515,0.0295545,0.0098515
5,1826.63,1.94118,1.12298,0.94288,0.84677,0.55252,0.61286,0.35001,2.17544,1.15349,0.82802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802,0.029406,0.009802
6,2179.74,1.90407,1.05195,0.93157,0.87102,0.5742,0.63456,0.36641,2.13824,1.06871,0.82757,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525,0.0292575,0.0097525
7,2532.88,1.87709,1.012,0.92377,0.87007,0.59027,0.64785,0.38156,2.07572,1.01247,0.81495,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
8,2885.96,1.85824,0.98637,0.91814,0.86748,0.59545,0.65229,0.38416,2.07395,0.99121,0.81442,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535,0.0289605,0.0096535
9,3238.58,1.83963,0.95976,0.91109,0.89115,0.60807,0.6667,0.39421,2.04347,0.96375,0.80709,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
10,3593.03,1.83897,0.95165,0.90818,0.88603,0.62824,0.68115,0.40882,2.00372,0.89753,0.80062,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545,0.0286635,0.0095545
11,3951.22,1.82557,0.94087,0.90482,0.89475,0.62964,0.68604,0.41522,1.98793,0.87294,0.7995,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
12,4306.6,1.82016,0.92821,0.90486,0.90165,0.63638,0.69473,0.42366,1.96394,0.8552,0.79269,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
13,4661.2,1.80689,0.92067,0.90325,0.90629,0.64538,0.70184,0.43024,1.9524,0.82054,0.79136,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
14,5017.85,1.80871,0.91046,0.89993,0.90436,0.64824,0.70601,0.43369,1.93964,0.8226,0.78905,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565,0.0280695,0.0093565
15,5372.65,1.80401,0.90684,0.89965,0.90791,0.65212,0.70915,0.43834,1.92602,0.79499,0.78754,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
16,5727.62,1.80011,0.89567,0.90054,0.9045,0.65903,0.71284,0.44234,1.9151,0.78064,0.78658,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575,0.0277725,0.0092575
17,6083.58,1.79928,0.89262,0.89735,0.91331,0.66194,0.71655,0.44511,1.91313,0.77748,0.78611,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
