epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,43011.2,1.56114,0.26064,0.17618,0.62303,0.28888,0.316,0.0705,1.20543,0.36841,0.20698,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
12,46918.8,1.60736,0.2463,0.18347,0.56917,0.23932,0.26304,0.05734,1.26846,0.34108,0.21677,0.0272775,0.0090925,0.0272775,0.0090925,0.0272775,0.0090925,0.0272775,0.0090925
13,50825.9,1.70849,0.22267,0.198,0.59375,0.23247,0.25469,0.05361,1.27567,0.33874,0.21182,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
14,54729.9,1.72452,0.2073,0.20812,0.63268,0.24498,0.27041,0.05955,1.24978,0.35292,0.20815,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275,0.0267825,0.0089275
15,58634,1.72058,0.21047,0.20333,0.66996,0.26458,0.29374,0.06658,1.24535,0.36193,0.21295,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
16,62536.5,1.74395,0.21003,0.21113,0.66863,0.26321,0.28995,0.07214,1.2619,0.3583,0.21029,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
17,66441.9,1.70043,0.22482,0.19932,0.60902,0.27216,0.29487,0.07662,1.21673,0.3988,0.20309,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
18,70302.3,1.48762,0.29555,0.14936,0.64227,0.2273,0.2457,0.05999,1.31403,0.35074,0.20641,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975,0.0257925,0.0085975
19,74155.3,1.64421,0.24057,0.17983,0.6678,0.23361,0.26356,0.06575,1.29093,0.35882,0.20024,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
20,78006,1.71557,0.21365,0.19403,0.56887,0.26877,0.29196,0.07712,1.24987,0.382,0.19195,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325,0.0252975,0.0084325
21,81906.8,1.6897,0.2183,0.19474,0.55898,0.26143,0.28186,0.08376,1.26537,0.37364,0.18052,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
22,85808.5,1.74112,0.2153,0.19528,0.53309,0.26774,0.28998,0.09052,1.236,0.3924,0.17434,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
23,89714.5,1.67126,0.22933,0.18244,0.49234,0.29055,0.30077,0.10317,1.21981,0.39624,0.16624,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
24,93619.3,1.93445,0.15583,0.22378,0.45217,0.30387,0.3005,0.11967,1.17299,0.42976,0.15145,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025,0.0243075,0.0081025
25,97524,1.93539,0.15639,0.21637,0.43731,0.32291,0.30461,0.13474,1.1497,0.44412,0.13614,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
26,101428,1.9364,0.15534,0.21245,0.4681,0.36001,0.32679,0.15336,1.13953,0.43557,0.12317,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375,0.0238125,0.0079375
27,105333,1.93068,0.15458,0.21239,0.52042,0.3833,0.34894,0.16668,1.13784,0.41762,0.11546,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
28,109240,1.92261,0.15643,0.21,0.58512,0.4043,0.38498,0.17869,1.13008,0.40943,0.11125,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
29,113145,1.91318,0.1532,0.21035,0.64194,0.4192,0.41439,0.18501,1.12827,0.39697,0.11059,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
30,117053,1.89642,0.16037,0.20475,0.6666,0.42445,0.4252,0.18576,1.12625,0.38575,0.10996,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075,0.0228225,0.0076075
31,120960,1.88218,0.16102,0.20394,0.68704,0.42041,0.42865,0.18383,1.13181,0.37787,0.11014,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
32,124867,1.89855,0.16331,0.20063,0.69216,0.42418,0.43407,0.18333,1.13108,0.37497,0.10938,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425,0.0223275,0.0074425
33,128776,1.90792,0.15944,0.19864,0.69925,0.42704,0.43694,0.18267,1.13332,0.3702,0.1081,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
34,132679,1.88973,0.16505,0.19381,0.70486,0.43017,0.44172,0.18059,1.14113,0.36227,0.10889,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
35,136587,1.89514,0.16477,0.19362,0.69472,0.4251,0.43704,0.17735,1.14519,0.35953,0.10959,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
36,140491,1.88319,0.17014,0.18893,0.67285,0.41846,0.43205,0.17561,1.13977,0.36089,0.10955,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125,0.0213375,0.0071125
37,144397,1.89205,0.16882,0.18408,0.65983,0.42618,0.43541,0.17783,1.12666,0.363,0.10808,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
38,148300,1.89007,0.16752,0.18523,0.67672,0.43087,0.44276,0.18222,1.11747,0.36365,0.10694,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475,0.0208425,0.0069475
39,152196,1.84227,0.17445,0.18385,0.6824,0.43518,0.44971,0.18389,1.11193,0.36248,0.10629,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
40,156094,1.84814,0.17436,0.17843,0.69383,0.43468,0.45162,0.17926,1.11285,0.3633,0.10792,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
41,160000,1.85594,0.16969,0.17914,0.68197,0.42682,0.44496,0.17572,1.12222,0.36092,0.10756,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
