epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,51486.9,1.40962,1.0223,1.27637,0.86494,0.61421,0.6825,0.40916,1.79212,1.34365,0.99356,0.008614,0.008614,0.008614
30,54008.3,1.56587,1.27482,1.38336,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.0085645,0.0085645,0.0085645
31,55304.9,1.56521,1.24258,1.37539,0.84129,0.5865,0.66186,0.39035,1.86867,1.34473,1.02296,0.008515,0.008515,0.008515
32,57829.8,1.56606,1.27956,1.38347,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.0084655,0.0084655,0.0084655
33,59125.5,1.56692,1.23648,1.37203,0.83006,0.57525,0.65384,0.37999,1.8504,1.3718,1.01895,0.008416,0.008416,0.008416
34,61650.7,1.5713,1.28357,1.38614,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.0083665,0.0083665,0.0083665
35,62947.5,1.5624,1.23739,1.37194,0.7988,0.58358,0.65671,0.38181,1.85781,1.50784,1.02087,0.008317,0.008317,0.008317
36,64238.6,1.41088,1.01465,1.27238,0.87086,0.63676,0.7137,0.42774,1.75654,1.21009,0.98646,0.0082675,0.0082675,0.0082675
37,66757.5,1.56609,1.28086,1.38062,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.008218,0.008218,0.008218
38,68052.5,1.56274,1.23738,1.36768,0.83353,0.58105,0.65708,0.3859,1.86657,1.38531,1.02213,0.0081685,0.0081685,0.0081685
39,69342.9,1.40744,1.0151,1.27109,0.87916,0.64172,0.71938,0.42971,1.76758,1.2102,0.98854,0.008119,0.008119,0.008119
40,71870.3,1.5654,1.28171,1.38443,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.0080695,0.0080695,0.0080695
41,73169.9,1.55777,1.23271,1.36583,0.8354,0.57804,0.65609,0.38129,1.87598,1.51014,1.02066,0.00802,0.00802,0.00802
42,75697.2,1.56828,1.27987,1.38387,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.0079705,0.0079705,0.0079705
43,76994.5,1.55241,1.22786,1.36533,0.82799,0.59097,0.66581,0.38494,1.87699,1.401,1.02249,0.007921,0.007921,0.007921
44,78284.6,nan,nan,nan,0.85738,0.59264,0.6672,0.35627,nan,nan,nan,0.0078715,0.0078715,0.0078715
45,79560.9,nan,nan,nan,0.85316,0.59281,0.66586,0.35469,nan,nan,nan,0.007822,0.007822,0.007822
46,80838,nan,nan,nan,0.85461,0.59264,0.66604,0.35508,nan,nan,nan,0.0077725,0.0077725,0.0077725
47,82115.1,nan,nan,nan,0.85466,0.59236,0.66615,0.35511,nan,nan,nan,0.007723,0.007723,0.007723
48,83391.2,nan,nan,nan,0.85352,0.59291,0.66615,0.35514,nan,nan,nan,0.0076735,0.0076735,0.0076735
49,84668.3,nan,nan,nan,0.85345,0.59291,0.6661,0.35513,nan,nan,nan,0.007624,0.007624,0.007624
50,85946,nan,nan,nan,0.85344,0.59286,0.66605,0.35507,nan,nan,nan,0.0075745,0.0075745,0.0075745
51,88462.6,1.5699,1.28227,1.38824,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.007525,0.007525,0.007525
52,89760.7,1.55428,1.22354,1.36375,0.83932,0.58788,0.66591,0.39148,1.85321,1.37576,1.0197,0.0074755,0.0074755,0.0074755
53,92289.7,1.56823,1.28099,1.38396,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.007426,0.007426,0.007426
54,93587.7,1.54988,1.21891,1.35651,0.83478,0.5838,0.65867,0.38919,1.85634,1.38098,1.0223,0.0073765,0.0073765,0.0073765
55,96115,1.56978,1.27916,1.38389,0.73222,0.4615,0.52059,0.28484,2.13003,1.85217,1.11325,0.007327,0.007327,0.007327
56,97411.3,1.55193,1.21888,1.36227,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0072775,0.0072775,0.0072775
57,98706,1.40337,1.00779,1.26917,0.87817,0.64448,0.7229,0.43429,1.741,1.16822,0.98542,0.007228,0.007228,0.007228
58,101231,1.37096,0.9883,1.26431,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0071785,0.0071785,0.0071785
59,102526,1.40433,1.01085,1.27209,0.87804,0.64668,0.72142,0.4249,1.77855,1.18468,0.99131,0.007129,0.007129,0.007129
60,105050,1.36954,0.98773,1.26315,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0070795,0.0070795,0.0070795
61,106345,1.39839,1.00141,1.26637,0.87378,0.64722,0.72318,0.43502,1.74126,1.20084,0.98172,0.00703,0.00703,0.00703
62,108872,1.37391,0.98982,1.2653,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0069805,0.0069805,0.0069805
63,110167,1.40462,1.00352,1.26794,0.87443,0.64576,0.72473,0.43322,1.74423,1.1789,0.98371,0.006931,0.006931,0.006931
64,112692,1.36993,0.98792,1.2628,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0068815,0.0068815,0.0068815
65,113987,1.40043,1.00146,1.26504,0.87125,0.64452,0.71917,0.43212,1.75276,1.17328,0.98602,0.006832,0.006832,0.006832
66,115278,1.33043,0.90557,1.22561,0.87875,0.58962,0.66917,0.4146,1.79349,1.39804,0.98532,0.0067825,0.0067825,0.0067825
67,116554,nan,nan,nan,0,0,0,0,nan,nan,nan,0.006733,0.006733,0.006733
68,117827,2.52911,749.696,3.00116,0,0,0,0,nan,nan,nan,0.0066835,0.0066835,0.0066835
69,119101,2.53447,733.156,2.9745,0,0,0,0,nan,nan,nan,0.006634,0.006634,0.006634
70,120375,2.53662,724.536,2.98565,0,0,0,0,nan,nan,nan,0.0065845,0.0065845,0.0065845
71,121651,2.54485,711.013,2.99104,0,0,0,0,nan,nan,nan,0.006535,0.006535,0.006535
72,122926,2.55969,698.314,2.99374,0,0,0,0,nan,nan,nan,0.0064855,0.0064855,0.0064855
73,124201,2.55689,680.92,2.99254,0,0,0,0,nan,nan,nan,0.006436,0.006436,0.006436
74,125477,2.56427,673.009,2.99145,0,0,0,0,nan,nan,nan,0.0063865,0.0063865,0.0063865
75,126751,2.5762,663.186,2.98647,0,0,0,0,nan,nan,nan,0.006337,0.006337,0.006337
76,128025,2.58828,655.385,2.99655,0,0,0,0,nan,nan,nan,0.0062875,0.0062875,0.0062875
77,129300,2.59355,644.255,3.00276,0,0,0,0,nan,nan,nan,0.006238,0.006238,0.006238
78,130575,2.59209,622.785,2.99792,0,0,0,0,nan,nan,nan,0.0061885,0.0061885,0.0061885
79,131850,2.58545,632.632,3.04643,0,0,0,0,nan,nan,nan,0.006139,0.006139,0.006139
80,133124,2.70093,1009.91,5.16852,0,0,0,0,nan,nan,nan,0.0060895,0.0060895,0.0060895
81,134401,3.56628,253.438,10.0786,0,0,0,0,nan,nan,nan,0.00604,0.00604,0.00604
82,135675,3.73961,966.036,13.5002,0,0,0,0,nan,nan,nan,0.0059905,0.0059905,0.0059905
83,136951,3.58259,1095.36,39.5584,0,0,0,0,nan,nan,nan,0.005941,0.005941,0.005941
84,138227,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0058915,0.0058915,0.0058915
85,139502,nan,nan,nan,0,0,0,0,nan,nan,nan,0.005842,0.005842,0.005842
86,140778,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0057925,0.0057925,0.0057925
87,142053,3.70084,655.612,93.8239,0,0,0,0,nan,nan,nan,0.005743,0.005743,0.005743
88,143332,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0056935,0.0056935,0.0056935
89,144613,3.69457,633.82,92.6774,0,0,0,0,nan,nan,nan,0.005644,0.005644,0.005644
90,145895,3.7077,638.744,92.496,0,0,0,0,nan,nan,nan,0.0055945,0.0055945,0.0055945
91,147176,3.70225,633.476,91.5501,0,0,0,0,nan,nan,nan,0.005545,0.005545,0.005545
92,148457,3.68837,620.938,90.4875,0,0,0,0,nan,nan,nan,0.0054955,0.0054955,0.0054955
93,149737,3.70595,614.14,90.8384,0,0,0,0,nan,nan,nan,0.005446,0.005446,0.005446
94,151018,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0053965,0.0053965,0.0053965
95,152299,3.68945,605.479,88.6488,0,0,0,0,nan,nan,nan,0.005347,0.005347,0.005347
96,153580,3.68456,593.925,88.3364,0,0,0,0,nan,nan,nan,0.0052975,0.0052975,0.0052975
97,154862,nan,nan,nan,0,0,0,0,nan,nan,nan,0.005248,0.005248,0.005248
98,156142,3.70183,593.056,87.9902,0,0,0,0,nan,nan,nan,0.0051985,0.0051985,0.0051985
99,157421,3.69455,579.966,86.8018,0,0,0,0,nan,nan,nan,0.005149,0.005149,0.005149
100,158697,3.68693,574.347,86.3679,0,0,0,0,nan,nan,nan,0.0050995,0.0050995,0.0050995
101,159971,3.68637,569.452,85.8583,0,0,0,0,nan,nan,nan,0.00505,0.00505,0.00505
102,161247,3.69599,575.656,85.6473,0,0,0,0,nan,nan,nan,0.0050005,0.0050005,0.0050005
103,162522,3.70411,1041.21,89.3107,0,0,0,0,nan,nan,nan,0.004951,0.004951,0.004951
104,163797,3.71871,1237.46,141.129,0,0,0,0,nan,nan,nan,0.0049015,0.0049015,0.0049015
105,165071,3.72523,2033.65,98.6962,0,0,0,0,nan,nan,nan,0.004852,0.004852,0.004852
106,166345,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0048025,0.0048025,0.0048025
107,167619,3.77657,369.631,81.0522,0,0,0,0,nan,nan,nan,0.004753,0.004753,0.004753
108,168893,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0047035,0.0047035,0.0047035
109,170166,3.74954,336.571,79.7605,0,0,0,0,nan,nan,nan,0.004654,0.004654,0.004654
110,171440,3.77354,341.637,79.8947,0,0,0,0,nan,nan,nan,0.0046045,0.0046045,0.0046045
111,172711,nan,nan,nan,0,0,0,0,nan,nan,nan,0.004555,0.004555,0.004555
112,173981,3.78504,340.753,79.8378,0,0,0,0,nan,nan,nan,0.0045055,0.0045055,0.0045055
113,175251,3.76081,337.026,78.4448,0,0,0,0,nan,nan,nan,0.004456,0.004456,0.004456
114,176521,3.77546,333.744,77.8479,0,0,0,0,nan,nan,nan,0.0044065,0.0044065,0.0044065
115,177792,3.7685,333.196,77.3769,0,0,0,0,nan,nan,nan,0.004357,0.004357,0.004357
116,179062,3.77513,330.323,76.7886,0,0,0,0,nan,nan,nan,0.0043075,0.0043075,0.0043075
117,180332,nan,nan,nan,0,0,0,0,nan,nan,nan,0.004258,0.004258,0.004258
118,181603,3.76224,329.255,75.8648,0,0,0,0,nan,nan,nan,0.0042085,0.0042085,0.0042085
119,182874,nan,nan,nan,0,0,0,0,nan,nan,nan,0.004159,0.004159,0.004159
120,184144,3.76694,323.891,75.4347,0,0,0,0,nan,nan,nan,0.0041095,0.0041095,0.0041095
121,185414,3.77077,318.377,74.7819,0,0,0,0,nan,nan,nan,0.00406,0.00406,0.00406
122,186684,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0040105,0.0040105,0.0040105
123,187954,nan,nan,nan,0,0,0,0,nan,nan,nan,0.003961,0.003961,0.003961
124,189224,3.75608,314.247,73.6606,0,0,0,0,nan,nan,nan,0.0039115,0.0039115,0.0039115
125,190494,3.76952,320.778,73.6294,0,0,0,0,nan,nan,nan,0.003862,0.003862,0.003862
126,191764,3.75124,314.806,73.0085,0,0,0,0,nan,nan,nan,0.0038125,0.0038125,0.0038125
127,193034,3.76502,311.002,72.2568,0,0,0,0,nan,nan,nan,0.003763,0.003763,0.003763
128,194299,3.76368,310.1,72.1366,0,0,0,0,nan,nan,nan,0.0037135,0.0037135,0.0037135
129,195563,3.7709,311.512,72.0791,0,0,0,0,nan,nan,nan,0.003664,0.003664,0.003664
130,196828,3.76152,311.286,71.6883,0,0,0,0,nan,nan,nan,0.0036145,0.0036145,0.0036145
131,198092,3.78053,1732.62,78.9068,0,0,0,0,nan,nan,nan,0.003565,0.003565,0.003565
132,199356,3.87577,864.164,171.815,0,0,0,0,nan,nan,nan,0.0035155,0.0035155,0.0035155
133,200620,3.76773,1538,147.242,0,0,0,0,nan,nan,nan,0.003466,0.003466,0.003466
134,201885,3.6923,1225.57,117.769,0,0,0,0,nan,nan,nan,0.0034165,0.0034165,0.0034165
135,203148,3.60952,954.148,303.09,0,0,0,0,nan,nan,nan,0.003367,0.003367,0.003367
136,204413,3.33907,551.705,317.954,0,0,0,0,nan,nan,nan,0.0033175,0.0033175,0.0033175
137,206912,1.36493,0.98619,1.26173,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.003268,0.003268,0.003268
138,208192,1.334,0.91129,1.22976,0.86891,0.65725,0.73152,0.43621,1.75139,1.17883,0.97921,0.0032185,0.0032185,0.0032185
139,209472,1.28569,0.84426,1.1987,0.8966,0.67105,0.75382,0.45435,1.70651,1.06618,0.9644,0.003169,0.003169,0.003169
140,210751,1.25638,0.79686,1.18346,0.91004,0.65504,0.7423,0.45614,1.7041,1.11956,0.96056,0.0031195,0.0031195,0.0031195
141,213252,1.36984,0.98963,1.26478,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.00307,0.00307,0.00307
142,214534,1.33245,0.90906,1.22694,0.87673,0.65466,0.73206,0.4331,1.7592,1.16275,0.98016,0.0030205,0.0030205,0.0030205
143,215813,1.28343,0.83594,1.19595,0.89952,0.67903,0.76108,0.45804,1.69683,1.06242,0.96392,0.002971,0.002971,0.002971
144,217093,1.25093,0.79176,1.17863,0.90017,0.68705,0.76378,0.46303,1.69651,1.04087,0.95817,0.0029215,0.0029215,0.0029215
145,218371,1.22588,0.75666,1.16305,0.90252,0.64759,0.7279,0.44984,1.71927,1.19957,0.9581,0.002872,0.002872,0.002872
146,220868,1.37128,0.98948,1.2647,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0028225,0.0028225,0.0028225
147,222152,1.32612,0.90448,1.22466,0.88924,0.65332,0.7323,0.43548,1.75403,1.14476,0.97907,0.002773,0.002773,0.002773
148,223432,1.27477,0.83389,1.19339,0.89318,0.67515,0.75456,0.45604,1.69219,1.07846,0.96191,0.0027235,0.0027235,0.0027235
149,224713,1.24807,0.78903,1.177,0.90311,0.68865,0.76948,0.4682,1.67256,1.03141,0.95415,0.002674,0.002674,0.002674
150,225994,1.21904,0.75195,1.16017,0.9129,0.66917,0.75366,0.46267,1.69528,1.10382,0.95339,0.0026245,0.0026245,0.0026245
151,228497,1.37008,0.9874,1.26367,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.002575,0.002575,0.002575
152,229780,1.32237,0.89914,1.22158,0.86727,0.65148,0.73012,0.43697,1.74596,1.16939,0.97777,0.0025255,0.0025255,0.0025255
153,231061,1.27113,0.82692,1.19054,0.89292,0.67531,0.75675,0.45561,1.69663,1.08492,0.96088,0.002476,0.002476,0.002476
154,232342,1.24292,0.78822,1.1742,0.90145,0.68764,0.77077,0.46992,1.6738,1.02197,0.9531,0.0024265,0.0024265,0.0024265
155,233622,1.22167,0.75402,1.16155,0.90137,0.6834,0.76516,0.46957,1.68072,1.04549,0.95097,0.002377,0.002377,0.002377
156,236120,1.37106,0.99024,1.26409,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0023275,0.0023275,0.0023275
157,237404,1.31555,0.89254,1.22122,0.87844,0.64686,0.72916,0.43286,1.76502,1.18621,0.97951,0.002278,0.002278,0.002278
158,238686,1.26918,0.82532,1.19219,0.90335,0.67189,0.75717,0.45793,1.69697,1.06564,0.96241,0.0022285,0.0022285,0.0022285
159,239968,1.2383,0.78124,1.17648,0.90892,0.68815,0.7719,0.46911,1.67828,1.02549,0.9552,0.002179,0.002179,0.002179
160,241249,1.21404,0.74623,1.15904,0.91495,0.69438,0.77777,0.47322,1.67147,0.99607,0.94985,0.0021295,0.0021295,0.0021295
161,243753,1.37325,0.99279,1.26677,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.00208,0.00208,0.00208
162,245036,1.30943,0.88626,1.21567,0.88306,0.6544,0.73333,0.43751,1.74272,1.16528,0.97843,0.0020305,0.0020305,0.0020305
163,246318,1.26914,0.82237,1.19096,0.90217,0.66883,0.75407,0.45332,1.71209,1.07381,0.96609,0.001981,0.001981,0.001981
164,247599,1.23673,0.77757,1.1732,0.90734,0.68439,0.77068,0.46493,1.68534,1.0299,0.95715,0.0019315,0.0019315,0.0019315
165,248879,1.21413,0.7463,1.15843,0.91407,0.69192,0.77823,0.47376,1.67178,1.00176,0.95093,0.001882,0.001882,0.001882
166,250160,1.19285,0.72185,1.14745,0.9151,0.69192,0.77464,0.47314,1.67847,1.00591,0.95058,0.0018325,0.0018325,0.0018325
167,252664,1.37041,0.98711,1.26465,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.001783,0.001783,0.001783
168,253947,1.30724,0.88125,1.21607,0.88229,0.64228,0.72731,0.43473,1.7476,1.16835,0.97823,0.0017335,0.0017335,0.0017335
169,255230,1.25943,0.81253,1.18733,0.88855,0.67084,0.75326,0.45407,1.70851,1.08197,0.96475,0.001684,0.001684,0.001684
170,256511,1.2336,0.7737,1.17192,0.90691,0.6809,0.7673,0.46268,1.68618,1.0332,0.95598,0.0016345,0.0016345,0.0016345
171,257793,1.21153,0.73969,1.15763,0.90877,0.69392,0.77727,0.47227,1.6678,0.99796,0.9505,0.001585,0.001585,0.001585
172,259075,1.19317,0.71775,1.14867,0.91319,0.70066,0.78494,0.478,1.65726,0.9763,0.94704,0.0015355,0.0015355,0.0015355
173,260346,nan,nan,nan,0,0,0,0,nan,nan,nan,0.001486,0.001486,0.001486
174,262847,1.36983,0.98538,1.26347,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0014365,0.0014365,0.0014365
175,264133,1.30291,0.87759,1.21766,0.87017,0.65833,0.73165,0.43731,1.74716,1.16477,0.97662,0.001387,0.001387,0.001387
176,265415,1.25731,0.81257,1.18426,0.89106,0.66679,0.74996,0.45205,1.7092,1.10714,0.9639,0.0013375,0.0013375,0.0013375
177,266698,1.22864,0.77296,1.17085,0.90113,0.68021,0.7633,0.46129,1.68805,1.05805,0.9586,0.001288,0.001288,0.001288
178,267981,1.20623,0.74005,1.15617,0.90667,0.68728,0.77319,0.46907,1.67544,1.02747,0.95351,0.0012385,0.0012385,0.0012385
179,269266,1.19474,0.71749,1.14789,0.91172,0.69229,0.77825,0.47337,1.66658,1.00834,0.94922,0.001189,0.001189,0.001189
180,270550,1.17418,0.69417,1.1374,0.91422,0.69774,0.78271,0.47718,1.65786,0.99112,0.94661,0.0011395,0.0011395,0.0011395
181,271834,1.16655,0.68123,1.13376,0.91708,0.70157,0.78653,0.4803,1.65249,0.97333,0.94467,0.00109,0.00109,0.00109
182,274343,1.37061,0.98714,1.26171,0.83274,0.58213,0.65637,0.38504,1.87012,1.38626,1.02212,0.0010405,0.0010405,0.0010405
183,275627,1.30063,0.87643,1.21576,0.87234,0.64873,0.72341,0.42908,1.7634,1.18401,0.97995,0.000991,0.000991,0.000991
184,276912,1.25817,0.81425,1.18654,0.88011,0.65792,0.74123,0.44535,1.72143,1.12937,0.96765,0.0009415,0.0009415,0.0009415
185,278194,1.23168,0.77544,1.1707,0.89222,0.67048,0.75324,0.45217,1.71167,1.08554,0.96103,0.000892,0.000892,0.000892
186,279476,1.20955,0.74781,1.1591,0.89493,0.68118,0.76324,0.46065,1.69615,1.05299,0.95645,0.0008425,0.0008425,0.0008425
187,280759,1.19218,0.72134,1.14673,0.90024,0.6852,0.7689,0.46516,1.68541,1.03265,0.95253,0.000793,0.000793,0.000793
188,282040,1.17805,0.70332,1.13989,0.90288,0.68912,0.77309,0.46917,1.67857,1.01414,0.9501,0.0007435,0.0007435,0.0007435
189,283322,1.16289,0.68516,1.13129,0.90796,0.69171,0.77703,0.47229,1.67299,0.99904,0.94799,0.000694,0.000694,0.000694
190,284603,1.15349,0.66795,1.12498,0.9134,0.69279,0.7803,0.47445,1.67016,0.98405,0.9463,0.0006445,0.0006445,0.0006445
191,285883,1.11957,0.58871,1.08581,0.91825,0.69974,0.78596,0.47905,1.66137,0.95937,0.94395,0.000595,0.000595,0.000595
192,287162,1.10638,0.57016,1.07771,0.92005,0.70618,0.79006,0.48325,1.65098,0.94893,0.94131,0.0005455,0.0005455,0.0005455
193,288443,1.09337,0.55817,1.07167,0.9107,0.71554,0.79278,0.48605,1.64197,0.94406,0.93921,0.000496,0.000496,0.000496
194,289714,nan,nan,nan,0,0,0,0,nan,nan,nan,0.0004465,0.0004465,0.0004465
195,290978,nan,nan,nan,0,0,0,0,nan,nan,nan,0.000397,0.000397,0.000397
196,293475,1.24295,0.81357,1.16835,0.87234,0.64873,0.72341,0.42908,1.7634,1.18401,0.97995,0.0003475,0.0003475,0.0003475
197,294755,1.21418,0.72596,1.14824,0.89453,0.65268,0.73333,0.44647,1.71881,1.12127,0.9714,0.000298,0.000298,0.000298
198,296033,1.19134,0.69487,1.13538,0.89771,0.66048,0.74013,0.45063,1.71047,1.09957,0.96831,0.0002485,0.0002485,0.0002485
199,297313,1.18232,0.67882,1.12797,0.90179,0.66318,0.74399,0.4533,1.70504,1.09252,0.96523,0.000199,0.000199,0.000199
200,298593,1.17454,0.6666,1.12335,0.90302,0.66323,0.74589,0.45527,1.70245,1.09136,0.96437,0.0001495,0.0001495,0.0001495
